Café_name,Café_city,Venue_name,Venue_cat,Has_board_game_café
,Sabadell,Conservatori Professional de Grau Mitjà,Music School,0
,Sabadell,tramas,Furniture / Home Store,0
,Sabadell,Bar Borrell,Spanish Restaurant,0
,Sabadell,Joanot Alisanda,School,0
,Sabadell,Cinemes Imperial,Movie Theater,0
,Sabadell,Turris,Bakery,0
,Sabadell,Malibú Esportiu,Gym,0
,Sabadell,papanatas,Tapas Restaurant,0
,Sabadell,Casa Mató,Butcher,0
,Sabadell,Plaça Beatriu De Dia,Plaza,0
,Sabadell,Sede ICS,Doctor's Office,0
,Sabadell,Caprabo,Supermarket,0
,Sabadell,Traumasalut,Doctor's Office,0
,Sabadell,RG Corp,Office,0
,Sabadell,hipertextil,Clothing Store,0
,Sabadell,Banc Sabadell,Building,0
,Sabadell,Burguer King,Fast Food Restaurant,0
,Sabadell,Plaça del Vapor Gorina,Plaza,0
,Sabadell,Dormity.com,Mattress Store,0
,Sabadell,Z,Kids Store,0
,Sabadell,Essidy Babuchin Luv U,College Communications Building,0
,Sabadell,Xarcuteria Gracia,Butcher,0
,Sabadell,Psiincron,Doctor's Office,0
,Sabadell,Plaça de Vila Arrufat,Playground,0
,Sabadell,NuAnJu,Shoe Repair,0
,Sabadell,"genescà, tienda de lana",Clothing Store,0
,Sabadell,Fotoprix,Electronics Store,0
,Sabadell,Hospital Veterinari de Sabadell,Veterinarian,0
,Sabadell,Ferreres,Shoe Store,0
,Sabadell,Rapid Antonio Martin,Shoe Store,0
,Sabadell,punt fresc,Farmers Market,0
,Sabadell,Plaça Imperial,Park,0
,Sabadell,BBVA Oficina,Bank,0
,Sabadell,Schnaps,Burger Joint,0
,Sabadell,Centre De Rehabilitació Cerva,Medical Center,0
,Sabadell,Squadra Tecnica Y Obras,Office,0
,Sabadell,El Troc,Candy Store,0
,Sabadell,ESDi Escola Superior de Disseny,University,0
,Sabadell,Montserrat Utesà PODÒLEG,Medical Center,0
,Sabadell,La Presumida,Tapas Restaurant,0
,Sabadell,Tiger,Gift Shop,0
,Sabadell,Sabadell Atlántico,Bank,0
,Sabadell,Genescà Xocolates,Cupcake Shop,0
,Sabadell,Margarita Hidalgo,Jewelry Store,0
,Sabadell,Naus Del Club,Volleyball Court,0
,Sabadell,Dra. Anna Juan - Metge Homeòpata,Doctor's Office,0
,Sabadell,Farmàcia Morales,Pharmacy,0
,Sabadell,Solmania,Tanning Salon,0
,Sabadell,John Is green HQ,Strip Club,0
,Sabadell,La Tenda Del Matalàs,Department Store,0
,Sabadell,Beep,Electronics Store,0
,Sabadell,zoolandia,Pet Store,0
,Sabadell,Kronos,Bookstore,0
,Sabadell,La Metro,Salon / Barbershop,0
,Sabadell,Panabad,Bakery,0
,Sabadell,Nou L'Especial,Restaurant,0
,Sabadell,O,Kids Store,0
,Sabadell,Parada Bus Casal Pere Quart,Bus Line,0
,Sabadell,Telecor,Mobile Phone Shop,0
,Sabadell,Vet Vallès,Veterinarian,0
,Sabadell,Tea & Coffee Pot,Café,0
,Sabadell,Plaça de Joan Fuster,Park,0
,Sabadell,"AutoServicio ""Ferodi""",Automotive Shop,0
,Sabadell,L'autèntic MIRÓ,Electronics Store,0
,Sabadell,Tresoreria de la Seguretat Social,Government Building,0
,Sabadell,Estudi de Disseny Mitjadotzena,Coworking Space,0
,Sabadell,Perruqueria M&S,Salon / Barbershop,0
,Sabadell,Karely Envasos Alimentaris,Factory,0
,Sabadell,"Motocicletas Work Shop, SL",Bike Shop,0
,Sabadell,Parking Mur,General Travel,0
,Sabadell,105,Music Venue,0
,Sabadell,Urbaning - Estratègia Planificació i Disseny Urbà,Office,0
,Sabadell,Coques i Panadons Montse,Gourmet Shop,0
,Sabadell,plantes i flors la font,Garden,0
,Sabadell,THE SENTINEL AT WORK,General Entertainment,0
,Sabadell,Dolce Salato,Diner,0
,Sabadell,Parquing Imperial,Parking,0
,Sabadell,Cistori,Jewelry Store,0
,Sabadell,Taller Barraquda,Parking,0
,Sabadell,Bar sense nom de la Gran Via,Coffee Shop,0
,Sabadell,Agencia Tributaria,Government Building,0
,Sabadell,"restaurant els tallers, siurana",Mediterranean Restaurant,0
,Sabadell,el freix,Tapas Restaurant,0
,Sabadell,Gerry Weber,Boutique,0
,Sabadell,Atracció,Miscellaneous Shop,0
,Sabadell,Pa de Gust,Diner,0
,Sabadell,Cristina,Kids Store,0
,Saint-Étienne,Écouter Voir Optique Mutualiste (Écouter Voir),Optical Shop,0
,Saint-Étienne,Place de l'Hôtel-de-Ville,Plaza,0
,Saint-Étienne,Mairie de Saint-Étienne,City Hall,0
,Saint-Étienne,Place Jean Jaurès,Plaza,0
,Saint-Étienne,Forum,Bookstore,0
,Saint-Étienne,Hôtel Furania,Hotel,0
,Saint-Étienne,Cathédrale Saint-Charles-Borromée,Church,0
,Saint-Étienne,Va Au Concert D'ophelie Winter  En Afrique,Fair,0
,Saint-Étienne,Mellier Michas,Real Estate Office,0
,Saint-Étienne,Le Glasgow,Restaurant,0
,Saint-Étienne,The Soggy Bottom,Bar,0
,Saint-Étienne,Le Méliès,Multiplex,0
,Saint-Étienne,Carrefour City,Supermarket,0
,Saint-Étienne,Amplifon Audioprothésiste Saint Etienne,Medical Supply Store,0
,Saint-Étienne,Opticien Alain Afflelou,Optical Shop,0
,Saint-Étienne,Méliès Café,Tapas Restaurant,0
,Saint-Étienne,Di Voglia,Italian Restaurant,0
,Saint-Étienne,Bistrot de Paris,French Restaurant,0
,Saint-Étienne,Midi Minuit,Pub,0
,Saint-Étienne,Le Bul,Nightclub,0
,Saint-Étienne,Kebab house,Kebab Restaurant,0
,Saint-Étienne,Chez Colette,French Restaurant,0
,Saint-Étienne,Les Jardins,Bar,0
,Saint-Étienne,Photocité,Photography Lab,0
,Saint-Étienne,Paul,Bakery,0
,Saint-Étienne,Café Jean Jaurès,Bar,0
,Saint-Étienne,Stromboli,Italian Restaurant,0
,Saint-Étienne,Residhotel,Hotel,0
,Saint-Étienne,Frite Alors,Burger Joint,0
,Saint-Étienne,Les Poteaux Carres,French Restaurant,0
,Saint-Étienne,Vapostore,Vape Store,0
,Saint-Étienne,L'Italien,Italian Restaurant,0
,Saint-Étienne,La Case Kréol,Caribbean Restaurant,0
,Saint-Étienne,Mary's Coffee Shop,Coffee Shop,0
,Saint-Étienne,Cabinet Assurances Leguay,Building,0
,Saint-Étienne,Agence BNP Paribas,Bank,0
,Saint-Étienne,Fnac Saint Etienne,Department Store,0
,Saint-Étienne,"Station Jean Jaurès [T1,T2]",Tram Station,0
,Saint-Étienne,DU PAREIL… au même,Kids Store,0
,Saint-Étienne,Optical Center Saint-Étienne,Optical Shop,0
,Saint-Étienne,Nota Bene,Café,0
,Saint-Étienne,Les Artistes,Bar,0
,Saint-Étienne,Nota Burger,Restaurant,0
,Saint-Étienne,Société Générale,Bank,0
,Saint-Étienne,Caracas Café,Bar,0
,Saint-Étienne,Jules,Men's Store,0
,Saint-Étienne,Carrefour City,Supermarket,0
,Saint-Étienne,Leader Price,Supermarket,0
,Saint-Étienne,Histoire d'Or,Jewelry Store,0
,Saint-Étienne,Don Juan,Men's Store,0
,Saint-Étienne,Parking EFFIA SAINT ETIENNE JEAN JAURES,Parking,0
,Saint-Étienne,Amazonia hôtel de ville,Gym,0
,Saint-Étienne,Laboratoire De La Paix,Medical Lab,0
,Saint-Étienne,Le Novello,Pizza Place,0
,Saint-Étienne,Forum,Bookstore,0
,Saint-Étienne,Dr Merzougui,Doctor's Office,0
,Saint-Étienne,Espace Dorian,Shopping Mall,0
,Saint-Étienne,Allure,Salon / Barbershop,0
,Saint-Étienne,Rive Gauche,Tea Room,0
,Saint-Étienne,Wilson,Men's Store,0
,Saint-Étienne,Insens Restaurant,French Restaurant,0
,Saint-Étienne,Gymnase Attache Aux Boeufs,Athletics & Sports,0
,Saint-Étienne,Nouai Borfa,Lounge,0
,Saint-Étienne,Devant Call Of Duty,Arcade,0
,Saint-Étienne,Ciel les Noctambules,General Entertainment,0
,Saint-Étienne,La Poste Hotel De Ville,Post Office,0
,Saint-Étienne,Le Bambou D'asie,Chinese Restaurant,0
,Saint-Étienne,Atoll,Accessories Store,0
,Saint-Étienne,Gynecologue Docteur Salomon,Doctor's Office,0
,Saint-Étienne,Paradisia,Sandwich Place,0
,Saint-Étienne,Secret Night,Strip Club,0
,Saint-Étienne,Casa Nostra,Italian Restaurant,0
,Saint-Étienne,Le Santana,Bar,0
,Saint-Étienne,Dans Ma Cuisine,Restaurant,0
,Saint-Étienne,MARIONNAUD,Cosmetics Shop,0
,Saint-Étienne,Koëhl Assurances,Office,0
,Saint-Étienne,Confiserie Des Arcades,Candy Store,0
,Saint-Étienne,Art Et Photo,Camera Store,0
,Saint-Étienne,Eurodif,Miscellaneous Shop,0
,Saint-Étienne,Odyssée,Video Store,0
,Saint-Étienne,Banque CIC,Bank,0
,Saint-Étienne,Société Générale,Bank,0
,Saint-Étienne,Pharmacie Mutualiste,Medical Center,0
,Saint-Étienne,Salle Aristide Briand,Conference Room,0
,Saint-Étienne,speed copy,Paper / Office Supplies Store,0
,Saint-Étienne,Étude Huissier Marecal,Office,0
,Saint-Étienne,Le point du jour,Bakery,0
,Saint-Étienne,Hotel Tenor,Hotel,0
,Saint-Étienne,La Voix des Stéphanois,Office,0
,Saint-Étienne,Pieds Des Marches,Park,0
,Saint-Étienne,Institut Régional Des Métiers Rares et de la Création Contemporaine,General Entertainment,0
,Saint-Étienne,Arrêt Jean Jaurès [10],Bus Stop,0
,Saint-Étienne,Là où tout à commencer,Housing Development,0
,Saint-Étienne,Espace Info Jeunes,Non-Profit,0
,Saint-Étienne,"Dorian H.de Ville [Bus 2,16]",Bus Line,0
,Saint-Étienne,"Station Hôtel de Ville [T1,T2]",Tram Station,0
,Saint-Étienne,Le 622,Fast Food Restaurant,0
,Saint-Étienne,Kiosque Envy'Crousty,Fast Food Restaurant,0
,Salamanca,Plaza Mayor,Plaza,0
,Salamanca,Starbucks,Cafeteria,0
,Salamanca,Feria del barrio,Arts & Crafts Store,0
,Salamanca,Abadia Plaza,Tapas Restaurant,0
,Salamanca,Ayuntamiento de Salamanca,City Hall,0
,Salamanca,Café Real,Bar,0
,Salamanca,Bico De Xeado,Ice Cream Shop,0
,Salamanca,Pizza Al Cuadrado,Pizza Place,0
,Salamanca,Las Torres,Café,0
,Salamanca,Café Novelty,Café,0
,Salamanca,El Regalo De La Plaza,Public Art,0
,Salamanca,Los Escudos,Bar,0
,Salamanca,Doze Taberna Urbana,Gastropub,0
,Salamanca,Smöoy,Ice Cream Shop,0
,Salamanca,Balcón Del Ayuntamiento De Salamanca,Other Great Outdoors,0
,Salamanca,Pensión Los Ángeles,Boarding House,0
,Salamanca,Cajero Automático EspañaDuero Banco,ATM,0
,Salamanca,Camper,Shoe Store,0
,Salamanca,Berysa Cafe,Bar,0
,Salamanca,Las Tapas de Gonzalo,Tapas Restaurant,0
,Salamanca,McDonald's,Fast Food Restaurant,0
,Salamanca,Mesón Cervantes,Spanish Restaurant,0
,Salamanca,Confiteria Santa Lucía,Dessert Shop,0
,Salamanca,Bambú,Spanish Restaurant,0
,Salamanca,The Doctor Cocktail,Cocktail Bar,0
,Salamanca,Bar Ignacio,Bar,0
,Salamanca,Burger King,Fast Food Restaurant,0
,Salamanca,35 Feria Municipal Del Libro,General Entertainment,0
,Salamanca,Parroquia De San Martín de Tours,Historic Site,0
,Salamanca,Don Mauro,Restaurant,0
,Salamanca,Catoya,Hardware Store,0
,Salamanca,La Tentazión,Tapas Restaurant,0
,Salamanca,Terraza Del Novelty,Beer Garden,0
,Salamanca,La Tienda De Los Minerales,Souvenir Shop,0
,Salamanca,Pizza Hut,Pizza Place,0
,Salamanca,Sercotel Las Torres,Hotel,0
,Salamanca,Farmacia Estella Hoyos,Pharmacy,0
,Salamanca,Burger King,Fast Food Restaurant,0
,Salamanca,Chido's,Burrito Place,0
,Salamanca,Cervecería O'hara's,Brewery,0
,Salamanca,Plus Ultra,Bar,0
,Salamanca,Jamòn y Tapas,Beer Bar,0
,Salamanca,Oharas irish pub,Pub,0
,Salamanca,100 Montaditos,Sandwich Place,0
,Salamanca,Fifty Factory,Clothing Store,0
,Salamanca,Cafeteria Altamira,Café,0
,Salamanca,Esplanada dos TUGAS,Speakeasy,0
,Salamanca,Cafe Real,Wings Joint,0
,Salamanca,Sanigsa,Office,0
,Salamanca,Mason Cerbantes,Bar,0
,Salamanca,Kiosco Fermín,Bookstore,0
,Salamanca,Paradice Cream,Ice Cream Shop,0
,Salamanca,Astronauta,Monument / Landmark,0
,Salamanca,Dulzura Salamanca,Food & Drink Shop,0
,Salamanca,Epitafio 1838,Historic Site,0
,Salamanca,Terraza,Beer Garden,0
,Salamanca,Phone House,Mobile Phone Shop,0
,Salamanca,El Buzón,General Entertainment,0
,Salamanca,Gran Mundo,Chinese Restaurant,0
,Salamanca,Copas Rotas,Gastropub,0
,Salamanca,Feria Del Libro Antiguo,Public Art,0
,Salamanca,Pans & Company,Sandwich Place,0
,Salamanca,Calzados Abolengo,Shoe Store,0
,Salamanca,Smooth,Ice Cream Shop,0
,Salamanca,La Posada de las Ánimas,Nightclub,0
,Salamanca,Nochevieja Universitaria,General Entertainment,0
,Salamanca,Heladería Ben & Jerry's,Ice Cream Shop,0
,Salamanca,Doze,Brewery,0
,Salamanca,Tutto Bene,Deli / Bodega,0
,Salamanca,El Reloj,Bar,0
,Salamanca,Nueva Plaza Universitaria,College Bookstore,0
,Salamanca,Subway,Sandwich Place,0
,Salamanca,FACYL,Plaza,0
,Salamanca,La Marina de Salamanca,Bar,0
,Salamanca,Pasteleria Casera Velmar,Arepa Restaurant,0
,Salamanca,La Madrileña,Dessert Shop,0
,Salamanca,Museo Taurino de Salamanca,Museum,0
,Salamanca,FotoSPn,General Entertainment,0
,Salamanca,El Arco,Spanish Restaurant,0
,Salamanca,Hostel Villejo,Hostel,0
,Salamanca,La Salina de Salamanca,Cafeteria,0
,Salamanca,K-Tuin (Apple Premium Reseller),Electronics Store,0
,Salamanca,Fotocopias Zeta,Paper / Office Supplies Store,0
,Salamanca,Mario´s Palace,Brewery,0
,Salamanca,Inmobiliaria Hdez. Bueno,Furniture / Home Store,0
,Salamanca,Om Tara,Yoga Studio,0
,Salamanca,Singular Beer & Pizza,Pizza Place,0
,Salamanca,Tabacos 1,Smoke Shop,0
,Salamanca,Pabellón De San Martín,Other Great Outdoors,0
,Salamanca,La Tía Fingida|Cervantes,Other Great Outdoors,0
,Salamanca,Heladería DON MAURO,Creperie,0
,Salamanca,Kiko Store,Cosmetics Shop,0
,Salamanca,Hostal Concejo,Hostel,0
,Salamanca,Dynos Infoworld,Electronics Store,0
,Salamanca,Saúl Sánchez - Marketing Online & Diseño,Tech Startup,0
,Salamanca,Las Cubas,Bar,0
,Salamanca,Jamones Y Embutidos J. Sanz,Deli / Bodega,0
,Salamanca,Estanco,Smoke Shop,0
,Salavat,Площадь Ленина,Plaza,0
,Salavat,Салон Красоты Каре Д'Люкс,Salon / Barbershop,0
,Salavat,Памятник Ленину В.И.,Monument / Landmark,0
,Salavat,Магнит Косметик,Cosmetics Shop,0
,Salavat,Гостиница Урал,Motel,0
,Salavat,ДК Нефтехимик,Concert Hall,0
,Salavat,Филини,Coffee Shop,0
,Salavat,Центральная Городская Библиотека,Library,0
,Salavat,Каре,Salon / Barbershop,0
,Salavat,Рахат Лукум,Eastern European Restaurant,0
,Salavat,Пышка,Café,0
,Salavat,FatAway,Racetrack,0
,Salavat,Администрация городского округа город Салават Республики Башкортостан,Capitol Building,0
,Salavat,Дзержинского,Housing Development,0
,Salavat,У Няняйки,Housing Development,0
,Salavat,Юничел,Shoe Store,0
,Salavat,ALFAPARF,Salon / Barbershop,0
,Salavat,"Салон Красоты ""Persona""",Building,0
,Salavat,На природе,Lake,0
,Salavat,Excenter,Men's Store,0
,Salavat,Полушка,Convenience Store,0
,Salavat,"ТЦ ""Мария""",Shopping Mall,0
,Salavat,Офис-Класс,Paper / Office Supplies Store,0
,Salavat,Пенсионный фонд,City Hall,0
,Salavat,Luxio'n,Nail Salon,0
,Salavat,Почта России 453261,Post Office,0
,Salavat,Отель Винсент,Hotel,0
,Salavat,Пенаты,Residential Building (Apartment / Condo),0
,Salavat,Магазин Ткани,Tailor Shop,0
,Salavat,владения принцессы,Residential Building (Apartment / Condo),0
,Salavat,salavat,Housing Development,0
,Salavat,Памятник Дворнику,Historic Site,0
,Salavat,Вернисаж,Café,0
,Salavat,артёма 153,Residential Building (Apartment / Condo),0
,Salavat,В гостях у Жара,Residential Building (Apartment / Condo),0
,Salavat,Subway,Burger Joint,0
,Salavat,Пиццерия Рим,Pizza Place,0
,Salavat,Ясли сад 29 г. САЛАВАТ,Garden,0
,Salavat,Пышка,Café,0
,Salavat,Пигмалион,Theater,0
,Salavat,Сбербанк,Bank,0
,Salavat,Rachel,Salon / Barbershop,0
,Salavat,Элина-шик,Salon / Barbershop,0
,Salavat,Коллекция путешествий,Travel Agency,0
,Salavat,Мадина,Café,0
,Salavat,памятник Ф.Э. Дзерджинскому,Cemetery,0
,Salavat,Р614,Electronics Store,0
,Salavat,Стоматология О'Дент,Dentist's Office,0
,Salavat,памятник первостроителям,Sculpture Garden,0
,Salavat,БашИнвестБанк,Bank,0
,Salavat,Газпромбанк,Bank,0
,Salavat,МТС,Mobile Phone Shop,0
,Salavat,В Домике,Residential Building (Apartment / Condo),0
,Salavat,Гагарина 6,Housing Development,0
,Salavat,на Пушкина💚💖,Residential Building (Apartment / Condo),0
,Salavat,Жара club,Nightclub,0
,Salavat,бульвар матросова 18,Residential Building (Apartment / Condo),0
,Salavat,dom,Residential Building (Apartment / Condo),0
,Salavat,Гагарина 10,Residential Building (Apartment / Condo),0
,Salavat,Деревня Сабины,Housing Development,0
,Salavat,"Карла Маркса, д.4",Residential Building (Apartment / Condo),0
,Salavat,Карла Маркса 13а,Residential Building (Apartment / Condo),0
,Salavat,Родина,History Museum,0
,Salavat,Сбербанк России,Bank,0
,Salavat,ЖД вокзал Салават,Train Station,0
,Salavat,Мотель,Motel,0
,Salavat,Гостиница Александрия,Motel,0
,Salavat,Ресторан Акъяр,Restaurant,0
,Salavat,Городской узел связи,Coworking Space,0
,Salavat,Имз,Tech Startup,0
,Salavat,"Телекомпания ""Салават""",TV Station,0
,Salavat,Женская консультация,Medical Center,0
,Salavat,"Баня ""Молодость""",Animal Shelter,0
,Salavat,Швейный,Miscellaneous Shop,0
,Salavat,средняя школа 11,College Academic Building,0
,Salavat,Возле СИКа,Community College,0
,Salavat,Салаватская Ерархия,Non-Profit,0
,Salavat,Зубной Кабинет,Dentist's Office,0
,Salavat,"ООО ""Проектный Детский сад ""СГНХП""",Office,0
,Salavat,Центр Сопровождения Бизнеса,Coworking Space,0
,Salavat,ОУФМС по г.Салават,City Hall,0
,Salavat,P756 Салон МТС,Miscellaneous Shop,0
,Salavat,Надежные Окна,Tech Startup,0
,Salavat,закусочная,Sandwich Place,0
,Salavat,суши хаус,Sushi Restaurant,0
,Salavat,Памятник Александру Матросову,Monument / Landmark,0
,Salavat,Салаватнефтепроект,Building,0
,Salavat,Анталия,Deli / Bodega,0
,Salavat,Сударь,Men's Store,0
,Salavat,Офис Билайн,Mobile Phone Shop,0
,Salavat,Стройландия,Hardware Store,0
,Salavat,Пиво Заправочная Станция,Convenience Store,0
,Salavat,Эверест,Pool Hall,0
,Salavat,"Цветочный магазин (Салават, Обелиск)",Flower Shop,0
,Salavat,Старый Город,Food & Drink Shop,0
,Salavat,Загс( дворец бракосочетания),Event Space,0
,Salavat,"Магазин кожи и меха ""Нинель""",Clothing Store,0
,Salavat,Маршрутка #9,Bus Line,0
,Salford,Tesco Extra,Supermarket,0
,Salford,Aldi,Supermarket,0
,Salford,Tesco Petrol Station,Gas Station,0
,Salford,Home Bargains,Discount Store,0
,Salford,Specsavers,Optical Shop,0
,Salford,Salford Shopping Centre,Shopping Mall,0
,Salford,Lidl,Supermarket,0
,Salford,wilko,Furniture / Home Store,0
,Salford,Argos,Warehouse Store,0
,Salford,CeX,Mobile Phone Shop,0
,Salford,Waves Car Wash,Car Wash,0
,Salford,Shoe Zone,Shoe Store,0
,Salford,British Heart Foundaion,Thrift / Vintage Store,0
,Salford,Kingfisher,Fish & Chips Shop,0
,Salford,British Heart Foundation Furniture & Electrical,Thrift / Vintage Store,0
,Salford,Salford Shopping City Bus Stand J,Bus Line,0
,Salford,Poundland,Discount Store,0
,Salford,Card Factory,Gift Shop,0
,Salford,The Works,Discount Store,0
,Salford,bronte and madison court,Residential Building (Apartment / Condo),0
,Salford,PureGym,Gym / Fitness Center,0
,Salford,Costa Coffee,Coffee Shop,0
,Salford,Golden star,Chinese Restaurant,0
,Salford,KFC,Fast Food Restaurant,0
,Salford,Brunch Munch Café,Café,0
,Salford,Subway,Sandwich Place,0
,Salford,Age UK,Thrift / Vintage Store,0
,Salford,Tesco Metro,Grocery Store,0
,Salford,Salford Library (Pendleton Gateway),Library,0
,Salford,Amazon Locker,Storage Facility,0
,Salford,Tesco Taxi Rank,Taxi Stand,0
,Salford,Kettlebell Kitchen,Café,0
,Salford,Halifax,Bank,0
,Salford,LloydsPharmacy,Pharmacy,0
,Salford,Post Office,Post Office,0
,Salford,Iceland,Grocery Store,0
,Salford,Pendleton Gateway,Doctor's Office,0
,Salford,Salford Shopping City Bus Stand G,Bus Station,0
,Salford,Boots,Pharmacy,0
,Salford,Buzz Bingo,General Entertainment,0
,Salford,BP,Gas Station,0
,Salford,Londis,Auto Garage,0
,Salford,jacks cafe Salford market,Café,0
,Salford,Greggs,Bakery,0
,Salford,Salford Shopping City Bus Stand A,Bus Line,0
,Salford,Cafe Dolce,Café,0
,Salford,Subway,Sandwich Place,0
,Salford,Salford Homebrew,Supplement Shop,0
,Salford,One Stop,Convenience Store,0
,Salford,LloydsPharmacy,Pharmacy,0
,Salford,Langworthy road,Housing Development,0
,Salford,Taste of Portugal,Portuguese Restaurant,0
,Salford,Danish Food Centre,Scandinavian Restaurant,0
,Salford,Langworthy Medical Practice,Doctor's Office,0
,Salford,Eyeline Opticians,Optical Shop,0
,Salford,Gabbotts Farm,Butcher,0
,Salford,Bronte Court Gym,Gym,0
,Salford,Timpson Locksmiths and Safe Engineers,Locksmith,0
,Salford,Splendid Beauty,Health & Beauty Service,0
,Salford,Salford Medical Centre,Doctor's Office,0
,Salford,Heron Foods,Grocery Store,0
,Salford,Crawshaws,Butcher,0
,Salford,Langworthy medical practice,Doctor's Office,0
,Salford,St James's House,Coworking Space,0
,Salford,John Lester&Eddie Colman Courts,College Residence Hall,0
,Salford,Cohens Chemist,Pharmacy,0
,Salford,Farmfoods,Grocery Store,0
,Salford,Hot Pizza,Pizza Place,0
,Salford,Royal Bank of Scotland,Bank,0
,Salford,Granger Games,Video Game Store,0
,Salford,Poundbakery,Bakery,0
,Salford,peter pans dog meat takeaway,Pet Service,0
,Salford,textiles direct,Miscellaneous Shop,0
,Salford,St Paul's,Church,0
,Salford,Giacomoville,Residential Building (Apartment / Condo),0
,Salford,Timpson,Shoe Repair,0
,Salford,Salford Flea Market,Miscellaneous Shop,0
,Salford,Dixy Chicken,Fried Chicken Joint,0
,Salford,Pendleton Police Station,Police Station,0
,Salford,seedley road bus stop,Bus Stop,0
,Salford,Hair Razors,Salon / Barbershop,0
,Salford,wildfire digital media,Office,0
,Salford,Lloyds Bank,Bank,0
,Salford,Reservoir Street Salford,Professional & Other Places,0
,Salford,C & S Deniz Turkish Barber,Cosmetics Shop,0
,Salford,Furniture & Electrical,Furniture / Home Store,0
,Salford,Salford shopping city tower,Residential Building (Apartment / Condo),0
,Salford,Pizza Perfecto,Pizza Place,0
,Salford,Bargain Booze,Liquor Store,0
,Salford,Lark Hill Nursery,College Academic Building,0
,Salford,Cash Converters,Pawn Shop,0
,Salford,Coral,Betting Shop,0
,Salford,The Money Shop,Financial or Legal Service,0
,Salford,Ladbrokes,Betting Shop,0
,Salford,Peacocks,Clothing Store,0
,Salford,Cake Central,Bakery,0
,Salford,Justice PLE League Headquarters,Event Space,0
,Salford,Tecco Express,Convenience Store,0
,Salford,Texaco Langworthy,Gas Station,0
,Salonika,H xP 1989,Moving Target,0
,Salonika,Gastwirtschaft Rust,German Restaurant,0
,Salonika,Restaurant Saloniki,Greek Restaurant,0
,Salonika,Hannover Airport (HAJ) (Hannover Airport),Airport,0
,Salonika,Brücke Armslohweg,Bridge,0
,Salonika,Soccer Park Langenhagen,Athletics & Sports,0
,Salonika,Aral,Gas Station,0
,Salonika,HEM Tankstelle,Gas Station,0
,Salonika,Reit- Und Fahrverein Engelbostel & Umgebung,Sports Club,0
,Salonika,Xylem Deutschland Gmbh,Warehouse Store,0
,Salonika,PENNY,Supermarket,0
,Salonika,ALDI NORD,Supermarket,0
,Salonika,EDEKA Zegarek,Supermarket,0
,Salonika,Netto Filiale,Supermarket,0
,Salonika,Sportanlage MTV Engelbostel,Soccer Field,0
,Salonika,Engelbostel,Residential Building (Apartment / Condo),0
,Salonika,"Gasthof Tegtmeyer ""Zum alten Krug""",Restaurant,0
,Salonika,Jaguar / Land Rover,Auto Dealership,0
,Salonika,Goldbeck Niederlassung Langenhagen,Distribution Center,0
,Salonika,Sparkasse Engelbostel,Bank,0
,Salonika,Chr. Otto Pape Metalle GmbH,Miscellaneous Shop,0
,Salonika,Dorfgemeinschaftshaus Langenhagen/Schulenburg,General Entertainment,0
,Salonika,Zahnarzt W.Steinbrecher,Dentist's Office,0
,Salonika,Filippo & Peppone,Italian Restaurant,0
,Salonika,RST Langenhagen,Building,0
,Salonika,Bäcker Engelbostel,Bakery,0
,Salonika,PHYSIOTHERAPIE SCHRÖDER,Doctor's Office,0
,Salonika,Mobiltec,Music Store,0
,Salonika,Friedhof Engelbostel,Cemetery,0
,Salonika,Work,Office,0
,Salonika,TSR Recycling,Recycling Facility,0
,Salonika,AllCars GmbH,Miscellaneous Shop,0
,Salonika,MediCare GmbH,Medical Center,0
,Salonika,H Schulenburger Mühle,Bus Stop,0
,Salonika,"H Godshorn, Am Acker",Bus Stop,0
,Salonika,BlackBerry® Support Checkpoint,Coworking Space,0
,Salonika,Autohaus Stopka,Auto Dealership,0
,Salonika,Controlware,Office,0
,Salonika,ITT Water & Wastewater Deutschland GmbH,Office,0
,Salonika,ThyssenKrupp System Engineering,Office,0
,Salonika,Grundschule Godshorn,Elementary School,0
,Salonika,Trumpf Brandschutz,Miscellaneous Shop,0
,Salonika,Checkpoint Tango,Other Great Outdoors,0
,Salonika,Aramark Restaurant,Corporate Cafeteria,0
,Salonika,Hermes Nord-HUB,Distribution Center,0
,Salonika,design & natur,Furniture / Home Store,0
,Salonika,H Schulenburg Kiefernstraße,Bus Stop,0
,Salonika,Volksbank,Credit Union,0
,Salonika,DHL,Distribution Center,0
,Salonika,Bus Linie 253,Bus Line,0
,Salonika,Wulfmeyer GmbH,Factory,0
,Salonika,Ziegeleistrasse 21,Residential Building (Apartment / Condo),0
,Salonika,Vodafone Kundenforum,Coworking Space,0
,Salonika,DOOH media GmbH,Office,0
,Salonika,Mein-Moebel.net,Furniture / Home Store,0
,Salonika,Holzland Stoellger,Hardware Store,0
,Salonika,Friseur Kölling,Salon / Barbershop,0
,Salonika,Radhof Engelbostel,Miscellaneous Shop,0
,Salonika,Otoban,General Travel,0
,Salonika,Würth,Hardware Store,0
,Salonika,Biesel GmbH,Furniture / Home Store,0
,Salonika,OTT GmbH & Co. KG,Office,0
,Salonika,Vodafone Technologietage,Conference Room,0
,Salonika,Le Car,Auto Dealership,0
,Salonika,Terraxotica,Event Space,0
,Salonika,Parkplatz Godshorn,Parking,0
,Salonika,Jadestahl,Building,0
,Salonika,wincor Nixdorf Hamburg SSI,Building,0
