District,Venue_name,Venue_cat
Kärsämäki,Sannan lukunurkka,College Library
Kärsämäki,henkevä terassi,Botanical Garden
Kärsämäki,nikke's pool,Beach
Kärsämäki,matun piha,Garden
Kärsämäki,blob's crib,Assisted Living
Kärsämäki,leffailta,Assisted Living
Kärsämäki,Masterchef keittiö 💕,Bakery
Kärsämäki,sebun soppaluola,Building
Kärsämäki,mummin maja👏🏼,Club House
Kärsämäki,Lauran paraatipeti,Hostel
Kärsämäki,Minnan hiekkalinna,Circus
Kärsämäki,möttöse sauna👑,Sauna / Steam Room
Kärsämäki,Pysäkki 1592,Bus Line
Kärsämäki,karhun pesä,Club House
Kärsämäki,Raho's Pimpsaluola,Beer Garden
Kärsämäki,Pirunpelto,Scenic Lookout
Kärsämäki,Urheilutalo Rientola,Gym / Fitness Center
Port of Turku,Roopen pleissi,Bed & Breakfast
Port of Turku,Bussi 220,Bus Line
Port of Turku,Pansion Satama,Pier
Port of Turku,Pansion Moottorihalli,Auto Dealership
Port of Turku,Pansion kisapuiston kenttä,Soccer Field
Port of Turku,Turun öljysatama,Harbor / Marina
Port of Turku,isin volkkari,Moving Target
Port of Turku,smokebox😎,Moving Target
Port of Turku,mummola❤️,Bakery
Port of Turku,Niklaksen Auto🚗,Moving Target
Port of Turku,Pernon grillikioski,Burger Joint
Port of Turku,Pansion Jalkapallokenttä,Soccer Field
Port of Turku,pansion lentopallokenttä😺,Volleyball Court
Port of Turku,Peppi's,Lounge
Port of Turku,Pansion Pururata,Trail
Port of Turku,pansion posti,Post Office
Port of Turku,Partio-Puhurit Ry Pansio,Meeting Room
Port of Turku,bussipysäkki 677,Bus Stop
Port of Turku,pysäkki 778,Bus Stop
Port of Turku,Pernontien päiväkoti,Nursery School
Port of Turku,pysäkki 676,Bus Stop
Port of Turku,RMR Merirakenne Oy,Port
Port of Turku,Pansion koulu,Elementary School
Port of Turku,Pansion Varasto,Office
Port of Turku,"Oy Teboil Ab, Pansion varasto",Office
Port of Turku,laivateollisuudenkatu🏢,Assisted Living
Port of Turku,mummila❤️,Building
Port of Turku,mamman koti💗,Assisted Living
Port of Turku,Deli🍟,Diner
Port of Turku,siskon majatalo,Assisted Living
Port of Turku,BE Group,Building
Port of Turku,Pernon skateparkki,Skate Park
Port of Turku,Studio 44,Other Nightlife
Port of Turku,Perhe Mölsä,Residential Building (Apartment / Condo)
Port of Turku,Bussi 92,Bus Line
Port of Turku,perno kebab ja pizzeria,Pizza Place
Port of Turku,bordelli,Non-Profit
Port of Turku,Pansion kuntosali,Gym
Port of Turku,allul pössyttelyluola,Assisted Living
Port of Turku,Pinjan hoodeil,Building
Port of Turku,"roosan ""olen paska en liiku""",Cruise Ship
Port of Turku,M/S Finnkraft,Boat or Ferry
Port of Turku,Munakupoli,Other Great Outdoors
Port of Turku,Raision Jäähalli,Hockey Rink
Port of Turku,daddy's home 👦🏼💗,Assisted Living
Port of Turku,kaasupallo,Aquarium
Port of Turku,pihan penkki,Bathing Area
Port of Turku,joku ihmehalli,Trailer Park
Port of Turku,Pansion Seurakuntatalo,Residential Building (Apartment / Condo)
Port of Turku,Pansion kiljukammio🍻,Strip Club
Port of Turku,Vipsun partyhouse,Nightclub
Port of Turku,Haikonen's kitchen💁,Residential Building (Apartment / Condo)
Port of Turku,vekkuli,Event Space
Port of Turku,viivin muhkee ja paras sohva,TV Station
Port of Turku,pansion mettä🌲,Cemetery
Port of Turku,böls,College Auditorium
Port of Turku,Keltasen Kioskin Parkkis,Parking
Port of Turku,Pansion kirjasto,Library
Port of Turku,Paakarlan seurakuntakoti,Spiritual Center
Port of Turku,Tuto:n Kuntosali,Gym
Port of Turku,Beach Volley,Volleyball Court
Port of Turku,Merina's Partyhouse,Dive Bar
Port of Turku,Pansion Pusikko,Other Great Outdoors
Port of Turku,Pansion tenniskenttä,Tennis Court
Port of Turku,pikkukentän vakkari🍁,Other Great Outdoors
Port of Turku,Iman kebab & grilli,Halal Restaurant
Port of Turku,Kuljetusliike A Teräs,Gas Station
Port of Turku,Woikoski,Gas Station
Port of Turku,Liedon Talli,Building
Port of Turku,jossun iglu ❄️,Assisted Living
Port of Turku,Movere Logistiikkakeskus,Building
Port of Turku,Pansion koulun piha,Playground
Port of Turku,Vipsun himpula,Assisted Living
Port of Turku,Emman koti🙄♥️,Building
Port of Turku,pansion jäähelvetti❄️,Soccer Field
Port of Turku,Tulikallio,Castle
Port of Turku,Kisapuiston Leikkipaikka,Playground
Port of Turku,EkoPort Turku Oy,Building
Port of Turku,Miinamuseo,Museum
Port of Turku,Topiaksen äitin 1M💗,ATM
Port of Turku,Hoivakoti,Motel
Port of Turku,RalliVolvo,Nudist Beach
Port of Turku,temen vauhtiauto,Taxi Stand
Port of Turku,Tankos,Boat or Ferry
Port of Turku,pissaaaaakalhaaviinaaa,Cultural Center
Port of Turku,kallen ambulanssi,Moving Target
Port of Turku,moeoaikka,Border Crossing
Port of Turku,Late-Rakenteet Oy,Construction & Landscaping
Port of Turku,Pansion nuorisotalo,Community Center
Port of Turku,Pansion Neuvola,Maternity Clinic
Port of Turku,Lumikonkadun Pysäkki,Bus Stop
Port of Turku,Pansion apteekki,Pharmacy
I,Kembuz Cafe,Café
I,Onnibus F8 Turku-Helsinki,Bus Line
I,Naantalin Aurinkoinen,Café
I,Sale,Grocery Store
I,Pysäkki 115 Yliopisto,Bus Station
I,Tyylihiukset,Salon / Barbershop
I,Osakuntasali,Event Space
I,Optikko Ukkonen,Miscellaneous Shop
I,Nordean Parkkipaikka,Parking
I,Len's Sushi Gallery Hämeenkatu,Sushi Restaurant
I,OnniBus,Bus Line
I,Handelsbanken Kupittaan palvelupiste,Bank
I,K-market Puhakka,Grocery Store
I,Kuva-Paijula,Photography Lab
I,VG Wok,Vegetarian / Vegan Restaurant
I,Tyks Kipupoliklinikka,Medical Center
I,Pronto Kebab Pizzeria,Kebab Restaurant
I,Metsku,Spiritual Center
I,ABB Pyöräkorjaamo,Other Repair Shop
I,Rosetta II,College Academic Building
I,Nordea,Bank
I,Osuuspankki,Bank
I,Pysäkki 65,Bus Station
I,Kintaro Tattoo,Tattoo Parlor
I,Signum,College Academic Building
I,Oral Hämeenkatu,Dentist's Office
I,Tyksin bussipysäkki🚍,Bus Stop
I,Iittala Outlet,Outlet Store
I,Rajala pro shop,Camera Store
I,Vintti,Building
I,Käsityö-Kaisa,Arts & Crafts Store
I,tavastgatan 4,Housing Development
I,Turun yliopiston hallintohuone,College Administrative Building
I,Clipp,Salon / Barbershop
I,CandyTown,Candy Store
I,Turvakerroin,Miscellaneous Shop
I,Turun Yliopiston Kielikeskus,College Academic Building
I,tyks työterveys,Medical Center
I,Rosetta 1,College Academic Building
I,bussipysäkki 115,Bus Stop
I,Sellofaani,Gift Shop
I,Laaksosilla,Buffet
I,AALYn toimisto,Fraternity House
I,Osuuspankin saunaosasto,Sauna / Steam Room
I,Med Group,Medical Center
I,La Casa De Los Bebidas De Niki,Nightclub
I,Hämeenkatu 6,Residential Building (Apartment / Condo)
I,Handsome Parturi,Salon / Barbershop
I,Cafe Bonjour,Snack Place
I,Pysäkki 1632,Bus Stop
I,Sifonki,Gift Shop
I,ls202,College Classroom
I,hesen leikkipaikka 👵🏻,Water Park
I,Turun hammaslääkärikeskus,Dentist's Office
I,Sonjan sinkkuboksi,Beer Garden
I,TYRMÄ (Turun yliopiston rooli- ja strategiapeli -seura) toimisto,General Entertainment
I,Werkun Vitonen,Travel Lounge
I,menos kouluun,Trailer Park
I,Mummin ja Ukin koti 👵👴,Residential Building (Apartment / Condo)
I,nikken penthouse,Gay Bar
I,Julkku's🍷🍷,Bar
I,Minttula,Speakeasy
I,ridhan yksiö,Nightclub
I,Hämeenkatu 2,Residential Building (Apartment / Condo)
I,TCS Smash leiribussi✨,Bus Line
I,kampaamo wilen,Arts & Crafts Store
I,TYKSin kuntosali,Gym
I,Hämeenkatu 4,Building
I,Hämis EO,Event Space
I,Hotel Muiskula,Castle
I,Werkun Työ Portteri,Transportation Service
I,Nibe Terde,Club House
I,Turun Seudun Osuuspankki Hämeenkadun palvelupiste,Bank
I,tyks osasto 451,Hospital
I,McDonald's,Fast Food Restaurant
I,Parturi-kampaamo Kosmos,Salon / Barbershop
I,Ruizigämbä🍻🎉,Tree
I,rollen 🚗,Moving Target
I,Pelottava pesutupa,Laundry Service
I,Karhukopio,Paper / Office Supplies Store
I,Aapon Upseerikerho,Office
I,Pyöräkorjaamo,Other Repair Shop
I,Signumin kirjasto,College Library
I,tyks osasto 414,Hospital
I,Bussipysäkki 65,Bus Stop
I,Betlehemskyrkan,Church
I,Sig106,College Classroom
I,Sig208,College Classroom
I,Tyks K,Hospital
I,KT117,College Classroom
I,Rajala Camera,Electronics Store
I,SS 123,College Classroom
I,Autokoulu Ajo Auto,Driving School
I,Parkkipaikka,Parking
I,Tigers VIP limousine,Lounge
I,pappagallo-turku,Dessert Shop
I,Lens,Japanese Restaurant
I,C202,College Lab
Papinsaari,Papinsaari Afrodite,Housing Development
Papinsaari,teatteri rantanen🎥,Movie Theater
Papinsaari,kyydit,Moving Target
Papinsaari,Kakskerran hautausmaa,Cemetery
Papinsaari,arjasmaa,Dessert Shop
Papinsaari,Tuulan hamppufarmi,Hookah Bar
Papinsaari,pbn koulutalo💕,Sorority House
Papinsaari,Kisastudio,Beer Garden
Papinsaari,Salainen kuvauspaikka 📷,Tree
Papinsaari,Sakun löhösänky🎭,Hookah Bar
Papinsaari,taivasalla 🌜,Campground
Papinsaari,Hinkin Hima,Island
Papinsaari,Villa Jurvainen,Building
Papinsaari,Ulkoilma,Castle
Papinsaari,aaltosten ainoa sänky,Comedy Club
Papinsaari,Nopein auto,Moving Target
Papinsaari,niron saunamökki🏡,Sauna / Steam Room
Papinsaari,Kuha jarnol chillailees,Fishing Spot
Papinsaari,Leevin Vene,Bay
Papinsaari,katan vene🚤,Boat or Ferry
Papinsaari,Papinsaaren Marina,Harbor / Marina
Papinsaari,kailojen piha,Trailer Park
Papinsaari,Oonan yolokoti,Other Nightlife
Papinsaari,aapon sänky,Nightclub
Papinsaari,greece😍,Cocktail Bar
Papinsaari,Mallu's chill&grill,Cocktail Bar
Papinsaari,Lettumökki,Cocktail Bar
Papinsaari,Vetohuvinen,Cocktail Bar
Papinsaari,Synttärisankarin party house 🎉🎈,Karaoke Bar
Papinsaari,Coutsin pelistudio,Nightclub
Papinsaari,nevarillo 4,Nightclub
Papinsaari,As Oy Turun Papinsaaren Meririnne,Housing Development
Papinsaari,helmuskan tuoli,Residential Building (Apartment / Condo)
Papinsaari,kokoushuone,College Cafeteria
Papinsaari,Pohjoissalmi,Other Great Outdoors
Papinsaari,aurinkoranta,Beach
Papinsaari,lappiksen bmw,Rental Car Location
Papinsaari,terde ☀️,Vineyard
Papinsaari,Rantasten Race Boat,Lighthouse
Papinsaari,PBn tyttären makuuhuone,Church
Papinsaari,"petrin kissatemppeli/luola, taavin pyhäkkö",Prayer Room
Papinsaari,denta h salon yksikkö,Mental Health Office
Papinsaari,varissuon baari,Winery
Papinsaari,Pysäkki 353,Bus Stop
Papinsaari,Askon Mersu,Rental Car Location
Papinsaari,TNV,College Gym
Papinsaari,Topias Laine Inc.,Rock Climbing Spot
Papinsaari,Villa Varjoranta,Well
Papinsaari,Sunshine balcony 🍹☀️💗,Garden
Papinsaari,Kärvennyskallio,Mountain
Papinsaari,trampoliini,Garden
Papinsaari,iskän botski 🚤,Lake
Papinsaari,Kaistareenkadun Leikkipuisto,Playground
Papinsaari,Kesähuvila heimo,Assisted Living
Papinsaari,Tuugigin Muumitalo,Castle
Papinsaari,helmi's kitchen,Bakery
Papinsaari,maston roskis😎,Building
Papinsaari,vihreän sohvan uumenissa,Rest Area
Papinsaari,Hsalon möksä,Building
Papinsaari,Friskalan Kartano,Event Space
Papinsaari,Maston menomesta🎉👑,Building
Papinsaari,Paukkosen Kartano,Farm
Papinsaari,sons of markku päämaja,Club House
Papinsaari,Kalaton Kalalaituri,Harbor / Marina
Papinsaari,Samisaaraha,Rock Club
Papinsaari,Kallioniemien rantamöksä 💦,Water Park
Papinsaari,sigen saunarakennus 😏🎉,Sauna / Steam Room
Papinsaari,Elmu's spa😏,Spa
Papinsaari,Petri's,Beer Garden
Papinsaari,Rantasauna,Sauna / Steam Room
Papinsaari,Papinsaaren pyöräpesula,Car Wash
Papinsaari,aapon arcade,Arcade
Papinsaari,Hirvensalon ProDetailing,Automotive Shop
Papinsaari,Kia's,Circus
Papinsaari,Ellen tramppa 😎👋🏽,Recreation Center
Papinsaari,Hannan ja Jarmon lemmensänky,Resort
Papinsaari,Hauenkaari,Housing Development
Papinsaari,Rantalan Iso Sauna,Sauna / Steam Room
Papinsaari,Rantalan Pikku Sauna,Sauna / Steam Room
Papinsaari,sipuli,Town Hall
Papinsaari,Japan verstas,Design Studio
Papinsaari,elmun terassi,Garden
Papinsaari,"Papinsaari, pysäkki 352",Bus Stop
Papinsaari,Essi's place,Strip Club
Papinsaari,Merimiehen Meriitti,Lounge
Papinsaari,Studio Jen 💅🏻,Nail Salon
Papinsaari,omenatarha,Garden
Papinsaari,Rantala,Nudist Beach
Papinsaari,Mäntyniemi,Water Park
Puistomäki,puistomäki,Forest
Puistomäki,Uittamon bunkkerit,Other Great Outdoors
Puistomäki,lähimetsä,Forest
Puistomäki,heikkilän sali,Athletics & Sports
Puistomäki,Isän Hiace,Moving Target
Puistomäki,Valtterin kotipesäke,Lounge
Puistomäki,Pysäkki 925,Bus Station
Puistomäki,SANNAN VIP PRIVATE PARTYLUOLA,Whisky Bar
Puistomäki,Omatoimine Treeni,Other Great Outdoors
Puistomäki,Jerpan luukku,Nightclub
Puistomäki,Vilin Uittamoresidenssi,BBQ Joint
Puistomäki,Eteläkatu,Housing Development
Puistomäki,luntamoitten keittö🍴,Restaurant
Puistomäki,Puistomäen Parooni,Housing Development
Puistomäki,At Knuuknuu,Housing Development
Puistomäki,fanny's ❤️,Strip Club
Puistomäki,alisan olohuone,Lounge
Puistomäki,jemin benseritalli,Nightclub
Puistomäki,Alisan huone&sänky,Nightclub
Puistomäki,Valtteri's 🙌,Trailer Park
Puistomäki,sannin partyhouse❤️🎉,Nightclub
Puistomäki,Kiven lohkare,Trail
Puistomäki,Marttakerho,Karaoke Bar
Puistomäki,Hurden terassi,Plaza
Puistomäki,soukkilan fiat,Cruise Ship
Puistomäki,konstan autopaja,Hotel
Puistomäki,vakio röökipaikka,Buddhist Temple
Puistomäki,aurinko,Field
Puistomäki,Luntamo's kitchen,Bakery
Puistomäki,uus vakio 🚬 pleissi,Playground
Puistomäki,Kaffehuone,Café
Puistomäki,pinjan vauhti auto,Trail
Puistomäki,Puistomäen kalliot,Forest
Puistomäki,isa's hoe house,Strip Club
Puistomäki,Reben sänky,College Classroom
Puistomäki,adan peti❤️,Fishing Spot
Puistomäki,City Autohuolto,Gas Station
Puistomäki,Tompan kämppä,Beach Bar
Puistomäki,Puistomäen kenttä,Soccer Field
Puistomäki,Loositalo,Concert Hall
Puistomäki,Ollin Mesta,Strip Club
Puistomäki,keittiö,BBQ Joint
Puistomäki,Heidin vauhtihirmu,Bar
Puistomäki,Munmola,African Restaurant
Puistomäki,puiston penkki,Field
Puistomäki,Jemi's 🎉,Strip Club
Puistomäki,кисулечкино,Military Base
Puistomäki,ninas bil❤️,Nightclub
Puistomäki,kaislan sänky 🙏,Speakeasy
Puistomäki,Ossin Ghetto,Bar
Puistomäki,oma sänky,Cocktail Bar
Puistomäki,Netta's,Residential Building (Apartment / Condo)
Puistomäki,Isinsiskon koti💕,Trailer Park
Puistomäki,mummin ja pappan koti❤,Housing Development
Puistomäki,Oma huone,Strip Club
Puistomäki,Kyökki,Steakhouse
Puistomäki,Even Karkelokolo,Nightclub
Puistomäki,Huvila Havia🌸,Snack Place
Puistomäki,Rätiälänkatu 9,Residential Building (Apartment / Condo)
Puistomäki,alisan keittiö,BBQ Joint
Puistomäki,kuumekerho,Mental Health Office
Puistomäki,Rivaloiden takapiha,Garden
Puistomäki,fobba-aseman salainen kannabiskammio,Athletics & Sports
Puistomäki,pappa's kitchen 🐟,Buffet
Puistomäki,olhuoneen lattia,Tech Startup
Puistomäki,alisan keittiö,Breakfast Spot
Puistomäki,saijonkarien kellari,Recycling Facility
Puistomäki,Santun pelastuslaitos,Animal Shelter
Puistomäki,elinan bilekämppi juhuu,Exhibit
Puistomäki,Sohva,Erotic Museum
Puistomäki,lukuhuone,General College & University
Puistomäki,paras sänky 💗,Parking
Puistomäki,Ella's outdoor gym💪🏻,College Gym
Puistomäki,thuan huone💯,Comic Shop
Puistomäki,Teeveen Ääressä,Sports Club
Puistomäki,Ella's💕,Palace
Puistomäki,Metten grillgarden,Garden
Puistomäki,mettäreitti,Forest
Puistomäki,Äitin Takapiha,Garden
Puistomäki,thuan fifaluola,Mountain
Puistomäki,peikkenin kämppä😎,Assisted Living
Puistomäki,sippe's parveke✋,Playground
Puistomäki,Palokatu,Building
Puistomäki,enjaksanoustasohva,Event Space
Puistomäki,Vaarin ja Muorin luola,Assisted Living
Puistomäki,huvila havian keittiö,Buffet
Puistomäki,carlan kiitomobiilin kontti,Motel
Puistomäki,koskela's shower,Water Park
Puistomäki,Laurin pyöräpaja🚲,Auto Garage
Puistomäki,Zeebra 🚗,Auto Garage
Puistomäki,jonkulaine vaatevarasto,Women's Store
Puistomäki,Koskelan Piriluola,Beer Garden
Puistomäki,koskela's downstairs shower☔️,Aquarium
Puistomäki,iskän Crip,Comedy Club
Puistomäki,mummin vauhti volvo🚘,Moving Target
Puistomäki,nanna's kitchen ❤️,Buffet
Yli-Maaria,Ilmestyspäivän pallokenttä,Soccer Field
Yli-Maaria,Hyppäskentän Leikkipuisto/Hopplanens Lekplats,Playground
Yli-Maaria,Pysäkki 1783,Bus Stop
Yli-Maaria,vakiniityn työmaa,Residential Building (Apartment / Condo)
Yli-Maaria,Janitan keittiö🍴☕️🍷,Restaurant
Yli-Maaria,Kekrinkujan kääntöpaikka,Garden
Yli-Maaria,mustikkametäs,Castle
Yli-Maaria,Hilla's,Circus
Yli-Maaria,mikon auto,Moving Target
Yli-Maaria,RalliGator,Moving Target
Yli-Maaria,Aada's place,Pub
Yli-Maaria,mustalaisen maja,Farm
Yli-Maaria,Millan valtakunta a.k.a lääkehuone,Emergency Room
Yli-Maaria,Lenkkipolku,Recreation Center
Yli-Maaria,Ahosten Takamettä,Forest
Yli-Maaria,Tilda's Place 👑,Nightclub
Yli-Maaria,pysäkki 269,Bus Stop
Yli-Maaria,Artturin menomesta,Nightclub
Yli-Maaria,Ypsilon,School
Yli-Maaria,sussun sänky 👌💖,Hotel
Yli-Maaria,pysäkki 1785,Bus Stop
Yli-Maaria,T1785,Bus Station
Yli-Maaria,toukon palatsi🏯,Gay Bar
Yli-Maaria,Penttisten takapiha😎,Garden
Yli-Maaria,PadeBussi,Bus Line
Yli-Maaria,Selänteiden sauna,Sauna / Steam Room
Yli-Maaria,Roopen kokkiohjelma,Buffet
Yli-Maaria,Ysien Kisane Matkabussi🚃❤,Travel Lounge
Yli-Maaria,jennyn ralli ford,Moving Target
Yli-Maaria,Ylitalon Volvo,Boat or Ferry
Yli-Maaria,Bemari,Pub
Yli-Maaria,sussun mutsin ralliauto,Hookah Bar
Yli-Maaria,Tean Kämänen Kämppä,Tea Room
Yli-Maaria,JP's another bed,Assisted Living
Yli-Maaria,Penttisten palatsi🏰,Building
Yli-Maaria,jussin rokkibaari 🎸,Karaoke Bar
Yli-Maaria,Viki Lukaali 😈,Lounge
Yli-Maaria,Tomppa's,Strip Club
Yli-Maaria,Grilliterassi,BBQ Joint
Yli-Maaria,jonin audi😍,Lounge
Yli-Maaria,paju's❤️,Bar
Yli-Maaria,justuksen pleissi,Lounge
Yli-Maaria,maurin grilli,BBQ Joint
Yli-Maaria,sussun helvetin tilava sänky,Bar
Yli-Maaria,Toukon valtakunta,Nightclub
Yli-Maaria,Rondan Partymaja,Beach Bar
Yli-Maaria,juuson huone🕶👱🏼,Nightclub
Yli-Maaria,johanneksen partymaja🍻,Housing Development
Yli-Maaria,mellun kaappi,Other Nightlife
Yli-Maaria,juuson piha,Bar
Yli-Maaria,jennan gurmee keittiö😋👍🏻❤️,Restaurant
Yli-Maaria,susmitan keittiö,Cocktail Bar
Yli-Maaria,sussun keittiö,African Restaurant
Yli-Maaria,Inkkariluola,Other Nightlife
Yli-Maaria,Pinjan kuningaskunta👑,Restaurant
Yli-Maaria,paras sänky,Nightclub
Yli-Maaria,sussun huone,Bar
Yli-Maaria,Ronis Sick Party Bordel,Strip Club
Yli-Maaria,kauralan kämppä😝,Bar
Yli-Maaria,juuson koti,Night Market
Yli-Maaria,neekeri metsä,Bathing Area
Yli-Maaria,Sänky,Nightclub
Yli-Maaria,Tompan perse,Nightclub
Yli-Maaria,veeti's,Nightclub
Yli-Maaria,vieläkin vitussa,Housing Development
Yli-Maaria,Jennan valtakunta💗👑🐫,Assisted Living
Yli-Maaria,kristan homekoti,Chinese Restaurant
Yli-Maaria,Joku Keinu,Hot Spring
Yli-Maaria,Sakun Kisane Jopo,Recreation Center
Yli-Maaria,valtterin ja jessen kessuluola🚬🚬,Korean Restaurant
Yli-Maaria,Pysäkki 1781,Bus Stop
Yli-Maaria,sussun peliluola,Social Club
Yli-Maaria,Makon hiekkatie,College Cafeteria
Yli-Maaria,vittu,College Administrative Building
Yli-Maaria,mellun sänky🙈❤️,College Auditorium
Yli-Maaria,Mainostoimisto Into,Office
Yli-Maaria,AP's 🏡,Pet Café
Yli-Maaria,Jannen Skoppe,Bike Rental / Bike Share
Yli-Maaria,R's Takapiha,Garden
Yli-Maaria,Kota,Campground
Yli-Maaria,Isin vauhtiwolkkari🚘,Other Great Outdoors
Yli-Maaria,Estadio de Rissasten takapiha,Soccer Field
Yli-Maaria,Isin työauto 🚚,Field
Yli-Maaria,ORANGE COUNTY🍊,Hockey Field
Yli-Maaria,Takapiha Kynäilyy,Soccer Field
Yli-Maaria,Mun jopon tarakalla,Bike Rental / Bike Share
Yli-Maaria,Perämettä,Forest
Yli-Maaria,Roope's bed,Rest Area
Yli-Maaria,sakun piha,Building
Yli-Maaria,pinja's kitchen,Diner
Yli-Maaria,siskon muksula,Playground
Yli-Maaria,Hillan keittiö,Bakery
Yli-Maaria,krista's,Castle
Yli-Maaria,sussun röökipaikka,Airport
Yli-Maaria,sohva❤️,Buffet
