District,Venue_name,Venue_cat,Venue_catID
Koivula,☀️terassi,Nudist Beach,52e81612bcbc57f1066b7a30
Koivula,grillil😀,Hot Spring,4bf58dd8d48988d160941735
Koivula,Amari landia,Lounge,4bf58dd8d48988d121941735
Koivula,TYS Päivänpaiste B Building,College Residence Hall,4bf58dd8d48988d1a3941735
Koivula,vilman bilemesta,Nightclub,4bf58dd8d48988d11f941735
Koivula,Busshållplatsen🚍,Bus Line,4bf58dd8d48988d12b951735
Koivula,Riikosten terassi☀️,Garden,4bf58dd8d48988d15a941735
Koivula,Lehtose Kikkeliluola,Gay Bar,4bf58dd8d48988d1d8941735
Koivula,Petskun koti🙊,Gay Bar,4bf58dd8d48988d1d8941735
Koivula,sebun faijan raiskaajapaku,Gay Bar,4bf58dd8d48988d1d8941735
Koivula,kummisedän kotiportti,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Koivula,ainon isän työauto👅,Trailer Park,52f2ab2ebcbc57f1066b8b55
Koivula,Jannin hima,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Koivula,Föli Bussi 701,Bus Line,4bf58dd8d48988d12b951735
Koivula,pysäkki 1494,Bus Stop,52f2ab2ebcbc57f1066b8b4f
Koivula,telemin palatsi,Building,4bf58dd8d48988d130941735
Koivula,Amiksen Kenttä,Playground,4bf58dd8d48988d1e7941735
I,Naantalin Aurinkoinen,Café,4bf58dd8d48988d16d941735
I,Sale,Grocery Store,4bf58dd8d48988d118951735
I,Len's Sushi Gallery Hämeenkatu,Sushi Restaurant,4bf58dd8d48988d1d2941735
I,Kembuz Cafe,Café,4bf58dd8d48988d16d941735
I,Onnibus F8 Turku-Helsinki,Bus Line,4bf58dd8d48988d12b951735
I,Tyylihiukset,Salon / Barbershop,4bf58dd8d48988d110951735
I,Optikko Ukkonen,Miscellaneous Shop,4bf58dd8d48988d1ff941735
I,Pysäkki 115 Yliopisto,Bus Station,4bf58dd8d48988d1fe931735
I,Kuva-Paijula,Photography Lab,4eb1bdde3b7b55596b4a7490
I,Nordean Parkkipaikka,Parking,4c38df4de52ce0d596b336e1
I,Osakuntasali,Event Space,4bf58dd8d48988d171941735
I,Handelsbanken Kupittaan palvelupiste,Bank,4bf58dd8d48988d10a951735
I,VG Wok,Vegetarian / Vegan Restaurant,4bf58dd8d48988d1d3941735
I,OnniBus,Bus Line,4bf58dd8d48988d12b951735
I,Iittala Outlet,Outlet Store,52f2ab2ebcbc57f1066b8b35
I,K-market Puhakka,Grocery Store,4bf58dd8d48988d118951735
I,Tyks Kipupoliklinikka,Medical Center,4bf58dd8d48988d104941735
I,ABB Pyöräkorjaamo,Other Repair Shop,52f2ab2ebcbc57f1066b8b2f
I,Rosetta II,College Academic Building,4bf58dd8d48988d198941735
I,Metsku,Spiritual Center,4bf58dd8d48988d131941735
I,Vintti,Building,4bf58dd8d48988d130941735
I,Pronto Kebab Pizzeria,Kebab Restaurant,5283c7b4e4b094cb91ec88d7
I,Oral Hämeenkatu,Dentist's Office,4bf58dd8d48988d178941735
I,Signum,College Academic Building,4bf58dd8d48988d198941735
I,Sellofaani,Gift Shop,4bf58dd8d48988d128951735
I,Nordea,Bank,4bf58dd8d48988d10a951735
I,Tyksin bussipysäkki🚍,Bus Stop,52f2ab2ebcbc57f1066b8b4f
I,Osuuspankki,Bank,4bf58dd8d48988d10a951735
I,Kintaro Tattoo,Tattoo Parlor,4bf58dd8d48988d1de931735
I,Pysäkki 65,Bus Station,4bf58dd8d48988d1fe931735
I,Turun yliopiston hallintohuone,College Administrative Building,4bf58dd8d48988d197941735
I,Turun Yliopiston Kielikeskus,College Academic Building,4bf58dd8d48988d198941735
I,Rajala pro shop,Camera Store,4eb1bdf03b7b55596b4a7491
I,Turvakerroin,Miscellaneous Shop,4bf58dd8d48988d1ff941735
I,Käsityö-Kaisa,Arts & Crafts Store,4bf58dd8d48988d127951735
I,tyks työterveys,Medical Center,4bf58dd8d48988d104941735
I,Rosetta 1,College Academic Building,4bf58dd8d48988d198941735
I,bussipysäkki 115,Bus Stop,52f2ab2ebcbc57f1066b8b4f
I,Clipp,Salon / Barbershop,4bf58dd8d48988d110951735
Kurala,Hannunniitun Kerrostalot,Other Nightlife,4bf58dd8d48988d11a941735
Kurala,Hannulan Sauna,Sauna / Steam Room,58daa1558bbb0b01f18ec1ae
Kurala,Fox,Bar,4bf58dd8d48988d116941735
Kurala,shirin's 5 star restaurant and bakery,Buffet,52e81612bcbc57f1066b79f4
Kurala,Keisari Kebab & Pizzeria,Pizza Place,4bf58dd8d48988d1ca941735
Kurala,Henkka's,Strip Club,4bf58dd8d48988d1d6941735
Kurala,Välppätie,Assisted Living,5032891291d4c4b30a586d68
Kurala,Hannuniitun lenkkipolut,Trail,4bf58dd8d48988d159941735
Kurala,Kimben Köllintäkammio,Salsa Club,52e81612bcbc57f1066b79ec
Kurala,tinja's,Assisted Living,5032891291d4c4b30a586d68
Kurala,Lanatie 5,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Kurala,Sirppitien Bileluola,Beer Garden,4bf58dd8d48988d117941735
Kurala,Sirppitien roskikset,Recycling Facility,4f4531084b9074f6e4fb0101
Kurala,lassin koti,Assisted Living,5032891291d4c4b30a586d68
Kurala,Hiushuone Imago,Salon / Barbershop,4bf58dd8d48988d110951735
Kurala,Pyykkitupa,Building,4bf58dd8d48988d130941735
Kurala,Niilon luksus lukaali,Building,4bf58dd8d48988d130941735
Kurala,Leikkipuisto,Playground,4bf58dd8d48988d1e7941735
Kurala,Teemun kattohuoneisto,Beer Garden,4bf58dd8d48988d117941735
Kurala,camillalla,Assisted Living,5032891291d4c4b30a586d68
Kurala,noppen haussi,Assisted Living,5032891291d4c4b30a586d68
Kurala,Iskä's place,Building,4bf58dd8d48988d130941735
Kurala,suvin pesäkolo,Comedy Club,4bf58dd8d48988d18e941735
Kurala,Väpän pomoluola,Assisted Living,5032891291d4c4b30a586d68
Kurala,Hennan pipariluola,Castle,50aaa49e4b90af0d42d5de11
Kurala,Jussi Ollinpojan Leikkipaikka,Playground,4bf58dd8d48988d1e7941735
Kurala,Fransin Ja Allun Pummipenkki,Nature Preserve,52e81612bcbc57f1066b7a13
Kurala,Sirkiä fast food,Noodle House,4bf58dd8d48988d1d1941735
Kurala,LanaCenter,Gay Bar,4bf58dd8d48988d1d8941735
Kurala,Laurin ghettohuussi,Lounge,4bf58dd8d48988d121941735
Kurala,Köyhän miehen asunto,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Kurala,Tilda's lyxvilla 🍹,Nightclub,4bf58dd8d48988d11f941735
Kurala,suvin himbe,Cocktail Bar,4bf58dd8d48988d11e941735
Kurala,jespers mysiga säng,Hotel,4bf58dd8d48988d1fa931735
Kurala,Afrikka,Soccer Field,4cce455aebf7b749d5e191f5
Kurala,jj kyyti,Airport Food Court,4bf58dd8d48988d1ef931735
VI,Puutori,Plaza,4bf58dd8d48988d164941735
VI,dösä 210,Bus Line,4bf58dd8d48988d12b951735
VI,JAS Tekniikka,Electronics Store,4bf58dd8d48988d122951735
VI,Waterloo,Pub,4bf58dd8d48988d11b941735
VI,Persian Restaurant & Cafe Vänäk,Persian Restaurant,52e81612bcbc57f1066b79f7
VI,Turun Seudun Osuuspankki,Bank,4bf58dd8d48988d10a951735
VI,Intian Helmi,Indian Restaurant,4bf58dd8d48988d10f941735
VI,Poprockjazz Musiikkiopisto,Office,4bf58dd8d48988d124941735
VI,Pysäkki  PT2,Bus Stop,52f2ab2ebcbc57f1066b8b4f
VI,V-S Isännöintitalo,Office,4bf58dd8d48988d124941735
VI,Pysäkki PT4,Bus Stop,52f2ab2ebcbc57f1066b8b4f
VI,Ravintola Puutorin Vessa,Public Bathroom,5744ccdfe4b0c0459246b4c4
VI,Ystävyyden Puisto,Park,4bf58dd8d48988d163941735
VI,Puutorin Hese,Fast Food Restaurant,4bf58dd8d48988d16e941735
VI,Pysäkki Pt3,Bus Stop,52f2ab2ebcbc57f1066b8b4f
VI,Sir Okkes,Bar,4bf58dd8d48988d116941735
VI,Bussi Turku-Aura,Bus Line,4bf58dd8d48988d12b951735
VI,Turun Perhelääkärit Oy,Doctor's Office,4bf58dd8d48988d177941735
VI,Maariankadun vetomesta,Beach Bar,52e81612bcbc57f1066b7a0d
VI,Puutorin Klippaamo,Salon / Barbershop,4bf58dd8d48988d110951735
VI,Tattoo Studio Nobody,Tattoo Parlor,4bf58dd8d48988d1de931735
VI,S.O.M LUOSTARI,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
VI,Saviojan Residenssi,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
VI,Skin Craft,Tattoo Parlor,4bf58dd8d48988d1de931735
VI,Bussi 117,Bus Line,4bf58dd8d48988d12b951735
VI,Pohjola Vakuutus Oy,Office,4bf58dd8d48988d124941735
VI,pysäkki 18,Bus Stop,52f2ab2ebcbc57f1066b8b4f
VI,Foodora,Office,4bf58dd8d48988d124941735
VI,pään korjaus,Hospital,4bf58dd8d48988d196941735
VI,olli-pekan opetusluola,College Academic Building,4bf58dd8d48988d198941735
VI,ollipekan helvetti 💙,College Academic Building,4bf58dd8d48988d198941735
VI,Askelklinikat Turku,Gym / Fitness Center,4bf58dd8d48988d175941735
VI,Trixie,Salon / Barbershop,4bf58dd8d48988d110951735
VI,PrinTex,Design Studio,4bf58dd8d48988d1f4941735
VI,luokka a612,College Classroom,4bf58dd8d48988d1a0941735
VI,Send Nudes,Strip Club,4bf58dd8d48988d1d6941735
VI,Medishare,Doctor's Office,4bf58dd8d48988d177941735
VIII,Kakolanmäki,Hill,5bae9231bedf3950379f89cd
VIII,Portsan ylämaat,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
VIII,Turun lääninvankila,Prison,5310b8e5bcbc57f1066bcbf1
VIII,Legendaarinen Es Katos,Parking,4c38df4de52ce0d596b336e1
VIII,Puutarhakatu,Building,4bf58dd8d48988d130941735
VIII,Hotel Kakola,Hotel,4bf58dd8d48988d1fa931735
VIII,Heidin Laboratorio,Cocktail Bar,4bf58dd8d48988d11e941735
VIII,Sofiankadun Päiväkoti,Daycare,4f4532974b9074f6e4fb0104
VIII,K-market,Grocery Store,4bf58dd8d48988d118951735
VIII,Ruben,Restaurant,4bf58dd8d48988d1c4941735
VIII,otto automaatti,ATM,52f2ab2ebcbc57f1066b8b56
VIII,Kakolan kruunu,Café,4bf58dd8d48988d16d941735
VIII,Café Kakola,Café,4bf58dd8d48988d16d941735
VIII,Hartelan Töimaa Kakolankallio,Housing Development,4f2a210c4b9023bd5841ed28
VIII,Portsan pihamarkkinat,Flea Market,4bf58dd8d48988d1f7941735
VIII,finkino sali 5,Movie Theater,4bf58dd8d48988d17f941735
VIII,Tuomaksen äitin sauhu Opel,Moving Target,4f2a23984b9023bd5841ed2c
VIII,TYKS TE5,Hospital,4bf58dd8d48988d196941735
VIII,namin ökymersu,Moving Target,4f2a23984b9023bd5841ed2c
VIII,IN LKV Oy,Office,4bf58dd8d48988d124941735
VIII,Pysäkki 170,Bus Stop,52f2ab2ebcbc57f1066b8b4f
VIII,tulosten keittiö,Buffet,52e81612bcbc57f1066b79f4
VIII,sofiankatu 6,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
VIII,Parturi-kampaamo Jokila,Salon / Barbershop,4bf58dd8d48988d110951735
VIII,topeliuksen school,College Academic Building,4bf58dd8d48988d198941735
VIII,topeliuksen koulu,College Academic Building,4bf58dd8d48988d198941735
VIII,topeliuksen alakoulun piha,College Administrative Building,4bf58dd8d48988d197941735
VIII,Takahuone,Café,4bf58dd8d48988d16d941735
VIII,As Oy Lämpölä,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
VIII,Valkoinen talo,Building,4bf58dd8d48988d130941735
VIII,portsan keinu,Playground,4bf58dd8d48988d1e7941735
VIII,kokeet,Student Center,4bf58dd8d48988d1ab941735
VIII,Oriflame,Cosmetics Shop,4bf58dd8d48988d10c951735
VIII,suihku❤️💦💦,Hot Spring,4bf58dd8d48988d160941735
VIII,sofiankadun päiväkoti,Daycare,4f4532974b9074f6e4fb0104
VIII,Turun lääninvankilan kirkko,Church,4bf58dd8d48988d132941735
VIII,Absorber,Office,4bf58dd8d48988d124941735
VIII,Arvinkatu 1,Building,4bf58dd8d48988d130941735
VIII,Tupakkipaikka,Smoke Shop,4bf58dd8d48988d123951735
Vätti,Tammispaltan kenttä,Soccer Field,4cce455aebf7b749d5e191f5
Vätti,Valio,Building,4bf58dd8d48988d130941735
Vätti,Vätin Vinttikoirarata,Racecourse,56aa371be4b08b9a8d573514
Vätti,Jöllinaukio,Other Nightlife,4bf58dd8d48988d11a941735
Vätti,Turun Ekotori,Flea Market,4bf58dd8d48988d1f7941735
Vätti,Rieskan kummitusmettä,Strip Club,4bf58dd8d48988d1d6941735
Vätti,tammispaltan kenttä,Soccer Field,4cce455aebf7b749d5e191f5
Vätti,veetin riisikuppi🚗,Middle School,4f4533814b9074f6e4fb0106
Vätti,neo hospital,Medical Center,4bf58dd8d48988d104941735
Vätti,Ruokala,Restaurant,4bf58dd8d48988d1c4941735
Vätti,Secun Kuntosali,Gym,4bf58dd8d48988d176941735
Vätti,Posti 32,Office,4bf58dd8d48988d124941735
Vätti,raitiksen dildoluola😟,School,4bf58dd8d48988d13b941735
Vätti,rieska🏫,College Bookstore,4bf58dd8d48988d1b1941735
Vätti,ulkoilma,Forest,52e81612bcbc57f1066b7a23
Vätti,Tammispaltan uj,Hockey Field,4f452cd44b9081a197eba860
Vätti,vanis,Lounge,4bf58dd8d48988d121941735
Vätti,Iina's partyhouse,Gay Bar,4bf58dd8d48988d1d8941735
Vätti,Musiikin luokka,Music Venue,4bf58dd8d48988d1e5931735
Vätti,Hertz Pesuhalli,Car Wash,4f04ae1f2fb6e1c99f3db0ba
Vätti,terhi ruotsi,Middle School,4f4533814b9074f6e4fb0106
Vätti,Jonnen porvari chatenet,Moving Target,4f2a23984b9023bd5841ed2c
Vätti,Ruohonpään bunkkerit,Other Great Outdoors,4bf58dd8d48988d162941735
Vätti,Pirunmäen bunkkerit,Monument / Landmark,4bf58dd8d48988d12d941735
Vätti,Itella,Post Office,4bf58dd8d48988d172941735
Vätti,Rieskalähteen pysäkki,Bus Stop,52f2ab2ebcbc57f1066b8b4f
Vätti,Soijakaura Tehdas,Factory,4eb1bea83b7b6f98df247e06
Vätti,Rene's,Assisted Living,5032891291d4c4b30a586d68
Vätti,Rieskan opinahjo,College Academic Building,4bf58dd8d48988d198941735
Vätti,ilkan kivatunti🔫,College Classroom,4bf58dd8d48988d1a0941735
Vätti,Rieska välkkä,School,4bf58dd8d48988d13b941735
Vätti,harrin tekninen,Middle School,4f4533814b9074f6e4fb0106
Vätti,jessi's,Middle School,4f4533814b9074f6e4fb0106
Vätti,R. Murula,Go Kart Track,52e81612bcbc57f1066b79ea
Vätti,vauhti 77🚎,Club House,52e81612bcbc57f1066b7a35
Vätti,Ravinto Raisio,Factory,4eb1bea83b7b6f98df247e06
Vätti,Nella's Place,Assisted Living,5032891291d4c4b30a586d68
Vätti,Velimatin Äidinkieli,School,4bf58dd8d48988d13b941735
Vätti,Velimatin Äikkä,Middle School,4f4533814b9074f6e4fb0106
Vätti,Kavli Oy huoltoyksikkö,Building,4bf58dd8d48988d130941735
Papinsaari,Papinsaari Afrodite,Housing Development,4f2a210c4b9023bd5841ed28
Papinsaari,Kakskerran hautausmaa,Cemetery,4bf58dd8d48988d15c941735
Papinsaari,kyydit,Moving Target,4f2a23984b9023bd5841ed2c
Papinsaari,teatteri rantanen🎥,Movie Theater,4bf58dd8d48988d17f941735
Papinsaari,arjasmaa,Dessert Shop,4bf58dd8d48988d1d0941735
Papinsaari,Leevin Vene,Bay,56aa371be4b08b9a8d573544
Papinsaari,Salainen kuvauspaikka 📷,Tree,52e81612bcbc57f1066b7a24
Papinsaari,Villa Jurvainen,Building,4bf58dd8d48988d130941735
Papinsaari,Ulkoilma,Castle,50aaa49e4b90af0d42d5de11
Papinsaari,aaltosten ainoa sänky,Comedy Club,4bf58dd8d48988d18e941735
Papinsaari,Kuha jarnol chillailees,Fishing Spot,52e81612bcbc57f1066b7a0f
Papinsaari,pbn koulutalo💕,Sorority House,4bf58dd8d48988d141941735
Papinsaari,niron saunamökki🏡,Sauna / Steam Room,58daa1558bbb0b01f18ec1ae
Papinsaari,Kisastudio,Beer Garden,4bf58dd8d48988d117941735
Papinsaari,Rantasten Race Boat,Lighthouse,4bf58dd8d48988d15d941735
Papinsaari,Tuulan hamppufarmi,Hookah Bar,4bf58dd8d48988d119941735
Papinsaari,Hinkin Hima,Island,50aaa4314b90af0d42d5de10
Papinsaari,taivasalla 🌜,Campground,4bf58dd8d48988d1e4941735
Papinsaari,Papinsaaren Marina,Harbor / Marina,4bf58dd8d48988d1e0941735
Papinsaari,Nopein auto,Moving Target,4f2a23984b9023bd5841ed2c
Papinsaari,kokoushuone,College Cafeteria,4bf58dd8d48988d1a1941735
Papinsaari,katan vene🚤,Boat or Ferry,4bf58dd8d48988d12d951735
Papinsaari,Japan verstas,Design Studio,4bf58dd8d48988d1f4941735
Papinsaari,Kesähuvila heimo,Assisted Living,5032891291d4c4b30a586d68
Papinsaari,"petrin kissatemppeli/luola, taavin pyhäkkö",Prayer Room,52e81612bcbc57f1066b7a41
Papinsaari,Kia's,Circus,52e81612bcbc57f1066b79e7
Papinsaari,maston roskis😎,Building,4bf58dd8d48988d130941735
Papinsaari,Maston menomesta🎉👑,Building,4bf58dd8d48988d130941735
Papinsaari,Ellen tramppa 😎👋🏽,Recreation Center,52e81612bcbc57f1066b7a26
Papinsaari,Hsalon möksä,Building,4bf58dd8d48988d130941735
Papinsaari,Askon Mersu,Rental Car Location,4bf58dd8d48988d1ef941735
Papinsaari,lappiksen bmw,Rental Car Location,4bf58dd8d48988d1ef941735
Papinsaari,iskän botski 🚤,Lake,4bf58dd8d48988d161941735
Papinsaari,Elmu's spa😏,Spa,4bf58dd8d48988d1ed941735
Papinsaari,Rantasauna,Sauna / Steam Room,58daa1558bbb0b01f18ec1ae
Papinsaari,terde ☀️,Vineyard,4bf58dd8d48988d1de941735
Papinsaari,Hirvensalon ProDetailing,Automotive Shop,4bf58dd8d48988d124951735
Papinsaari,Papinsaaren pyöräpesula,Car Wash,4f04ae1f2fb6e1c99f3db0ba
Papinsaari,Tuugigin Muumitalo,Castle,50aaa49e4b90af0d42d5de11
Kaerla,runosmäki hoodz,Gun Range,52e81612bcbc57f1066b7a11
Kaerla,Kuolemanloukku 666,Building,4bf58dd8d48988d130941735
Kaerla,Fitness24Seven,Gym / Fitness Center,4bf58dd8d48988d175941735
Kaerla,Jukolan-Leikkipuisto,Playground,4bf58dd8d48988d1e7941735
Kaerla,Riku's Place,Strip Club,4bf58dd8d48988d1d6941735
Kaerla,baby's house❤️,Circus,52e81612bcbc57f1066b79e7
Kaerla,isäpuolen nopee auto🚘,Transportation Service,54541b70498ea6ccd0204bff
Kaerla,Salosen Hippiluola,Strip Club,4bf58dd8d48988d1d6941735
Kaerla,runosmäen lenkkipolut,Athletics & Sports,4f4528bc4b90abdf24c9de85
Kaerla,Lohikäärmepuisto,Playground,4bf58dd8d48988d1e7941735
Kaerla,Venlanpolku,Bridge,4bf58dd8d48988d1df941735
Kaerla,PE Fair @ ICT-talo,Fair,4eb1daf44b900d56c88a4600
Kaerla,Turun tapetti,Hardware Store,4bf58dd8d48988d112951735
Kaerla,Venla's cave 👹,Hot Dog Joint,4bf58dd8d48988d16f941735
Kaerla,tampere kutsuu,Bus Line,4bf58dd8d48988d12b951735
Kaerla,Isohaarankatu,Housing Development,4f2a210c4b9023bd5841ed28
Kaerla,mummilla 💗,Buffet,52e81612bcbc57f1066b79f4
Kaerla,Jukolan puisto,Park,4bf58dd8d48988d163941735
Kaerla,Bussi 77,Bus Line,4bf58dd8d48988d12b951735
Kaerla,Jukolankadun kenttä,Soccer Field,4cce455aebf7b749d5e191f5
Kaerla,Metsänsiimes,Forest,52e81612bcbc57f1066b7a23
Kaerla,Arber hoodz,Strip Club,4bf58dd8d48988d1d6941735
Kaerla,impivaaran jalkapallohalli😍,Bathing Area,52e81612bcbc57f1066b7a28
Kaerla,venlan rippijuhlat🎉🎉💖,Club House,52e81612bcbc57f1066b7a35
Kaerla,RLA Spa,Water Park,4bf58dd8d48988d193941735
Kaerla,nooran rappukäytävä,Distribution Center,52e81612bcbc57f1066b7a37
Kaerla,koulun vauhti opel,Moving Target,4f2a23984b9023bd5841ed2c
Kaerla,Himbergin Kotikolo,Arepa Restaurant,4bf58dd8d48988d152941735
Kaerla,RLA,Club House,52e81612bcbc57f1066b7a35
Kaerla,Latetze's partyhouseee,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Kaerla,Salon West Hair&Spa,Spa,4bf58dd8d48988d1ed941735
Kaerla,Future Camp,College Auditorium,4bf58dd8d48988d1af941735
Kaerla,Kenttä 3,Soccer Field,4cce455aebf7b749d5e191f5
Kaerla,RLA Gym,Gym / Fitness Center,4bf58dd8d48988d175941735
Kaerla,Gym As Oy Riutoja,Gym / Fitness Center,4bf58dd8d48988d175941735
Kaerla,kotipiha,Park,4bf58dd8d48988d163941735
Kaerla,Miskan kyyti 🚘,Moving Target,4f2a23984b9023bd5841ed2c
Kaerla,Runosmäen huvila,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Kaerla,Annu's Penthouse,Housing Development,4f2a210c4b9023bd5841ed28
Kaistarniemi,Japan verstas,Design Studio,4bf58dd8d48988d1f4941735
Kaistarniemi,BT-Marina,Harbor / Marina,4bf58dd8d48988d1e0941735
Kaistarniemi,Karinakoti,Assisted Living,5032891291d4c4b30a586d68
Kaistarniemi,Kaistarniemen Puu&Palikka,Factory,4eb1bea83b7b6f98df247e06
Kaistarniemi,ilona,Cruise Ship,55077a22498e5e9248869ba2
Kaistarniemi,kyydit,Moving Target,4f2a23984b9023bd5841ed2c
Kaistarniemi,The Summer Terrace,Wine Bar,4bf58dd8d48988d123941735
Kaistarniemi,Niken Rahetalo,Casino,4bf58dd8d48988d17c941735
Kaistarniemi,puutyöt OY,Castle,50aaa49e4b90af0d42d5de11
Kaistarniemi,pbn koulutalo💕,Sorority House,4bf58dd8d48988d141941735
Kaistarniemi,Kuha jarnol chillailees,Fishing Spot,52e81612bcbc57f1066b7a0f
Kaistarniemi,Kisastudio,Beer Garden,4bf58dd8d48988d117941735
Kaistarniemi,Pippalois,Beer Garden,4bf58dd8d48988d117941735
Kaistarniemi,Trampol,Library,4bf58dd8d48988d12f941735
Kaistarniemi,Metsämäen aurinkoterassi,Beach,4bf58dd8d48988d1e2941735
Kaistarniemi,Mean Hiekkalaatikko,Garden,4bf58dd8d48988d15a941735
Kaistarniemi,mummin sohva,Furniture / Home Store,4bf58dd8d48988d1f8941735
Kaistarniemi,Bt-Satamapalvelut,Harbor / Marina,4bf58dd8d48988d1e0941735
Kaistarniemi,Papun Audi,Nightclub,4bf58dd8d48988d11f941735
Kaistarniemi,The Honkey,Nightclub,4bf58dd8d48988d11f941735
Kaistarniemi,vihreän sohvan uumenissa,Rest Area,4d954b16a243a5684b65b473
Kaistarniemi,Kaistareenkadun Leikkipuisto,Playground,4bf58dd8d48988d1e7941735
Kaistarniemi,"petrin kissatemppeli/luola, taavin pyhäkkö",Prayer Room,52e81612bcbc57f1066b7a41
Kaistarniemi,Åkerblom,Building,4bf58dd8d48988d130941735
Kaistarniemi,emmi's kitchen💗,Buffet,52e81612bcbc57f1066b79f4
Kaistarniemi,Oman oven takana,Prison,5310b8e5bcbc57f1066bcbf1
Kaistarniemi,Elmu's spa😏,Spa,4bf58dd8d48988d1ed941735
Kaistarniemi,Meri-karinan leikkipuisto,Playground,4bf58dd8d48988d1e7941735
Kaistarniemi,Pysäkki 353,Bus Stop,52f2ab2ebcbc57f1066b8b4f
Kaistarniemi,annan palju 🔥,Hot Spring,4bf58dd8d48988d160941735
Kaistarniemi,Samisaaraha,Rock Club,4bf58dd8d48988d1e9931735
Kaistarniemi,Maston menomesta🎉👑,Building,4bf58dd8d48988d130941735
Kaistarniemi,hanneksen joulu laulut,Aquarium,4fceea171983d5d06c3e9823
Kaistarniemi,maston roskis😎,Building,4bf58dd8d48988d130941735
Kaistarniemi,työhuone,Amphitheater,56aa371be4b08b9a8d5734db
Kaistarniemi,Ellen tramppa 😎👋🏽,Recreation Center,52e81612bcbc57f1066b7a26
Kaistarniemi,peltoniemien tramppa,Playground,4bf58dd8d48988d1e7941735
Kaistarniemi,private beach,Surf Spot,4bf58dd8d48988d1e3941735
Kaistarniemi,Tuugigin Muumitalo,Castle,50aaa49e4b90af0d42d5de11
Kurjenmäki,Park N Shop,Convenience Store,4d954b0ea243a5684a65b473
Kärsämäki,Päiväkoti Kaerlantie,Playground,4bf58dd8d48988d1e7941735
Kärsämäki,pallivahahoops,Basketball Court,4bf58dd8d48988d1e1941735
Kärsämäki,Kärsämäen nurmikenttä,Soccer Field,4cce455aebf7b749d5e191f5
Kärsämäki,kärsämäen uj,Hockey Rink,56aa371be4b08b9a8d57352c
Kärsämäki,iidan palatsi 👑,Club House,52e81612bcbc57f1066b7a35
Kärsämäki,Prisma,Supermarket,52f2ab2ebcbc57f1066b8b46
Kärsämäki,lenkkii,Dog Run,4bf58dd8d48988d1e5941735
Kärsämäki,Kärsämäen jalkapallokenttä,Soccer Field,4cce455aebf7b749d5e191f5
Kärsämäki,Sanzi,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Kärsämäki,Millalla,Building,4bf58dd8d48988d130941735
Kärsämäki,jagun työmersu,Transportation Service,54541b70498ea6ccd0204bff
Kärsämäki,kahvitauko🙆🏼🙆🏼🙆🏼,Snack Place,4bf58dd8d48988d1c7941735
Kärsämäki,Tuijalehto,Housing Development,4f2a210c4b9023bd5841ed28
Kärsämäki,Kärsämäen kenttä,Volleyball Court,4eb1bf013b7b6f98df247e07
Kärsämäki,kytölän kiesi,Moving Target,4f2a23984b9023bd5841ed2c
Kärsämäki,ralliauto 🚘,Moving Target,4f2a23984b9023bd5841ed2c
Kärsämäki,Kristianin luksuskoti,Nightclub,4bf58dd8d48988d11f941735
Kärsämäki,Koppi,Baby Store,52f2ab2ebcbc57f1066b8b32
Kärsämäki,Kärsämäen urheilupuiston leikkipaikka,Playground,4bf58dd8d48988d1e7941735
Kärsämäki,Pysäkki 623,Bus Station,4bf58dd8d48988d1fe931735
Kärsämäki,Banzai-models,Arts & Crafts Store,4bf58dd8d48988d127951735
Kärsämäki,Kaerlantie,Building,4bf58dd8d48988d130941735
Kärsämäki,kärsämäen luistelukoppi,ATM,52f2ab2ebcbc57f1066b8b56
Kärsämäki,elisan kissakammio,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Kärsämäki,Pysäkki 621,Bus Stop,52f2ab2ebcbc57f1066b8b4f
Kärsämäki,pulmussuontien ranch🐮,College Bookstore,4bf58dd8d48988d1b1941735
Kärsämäki,Sannan lukunurkka,College Library,4bf58dd8d48988d1a7941735
Kärsämäki,@ appiukon tykö,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Kärsämäki,Fysioterapeutti,Physical Therapist,5744ccdfe4b0c0459246b4af
Kärsämäki,kaerlan phy,College Administrative Building,4bf58dd8d48988d197941735
Kärsämäki,Föli Bussi 23,Bus Line,4bf58dd8d48988d12b951735
Kärsämäki,salainen kauneussalonki🏠,Building,4bf58dd8d48988d130941735
Kärsämäki,Kärsämäen Pallokenttä,Skating Rink,4bf58dd8d48988d168941735
Kärsämäki,Lisbn kyydi,Moving Target,4f2a23984b9023bd5841ed2c
Kärsämäki,taskulankatu,Beach,4bf58dd8d48988d1e2941735
Kähäri,Itäpellontie,Housing Development,4f2a210c4b9023bd5841ed28
