District,Venue_name,Venue_cat,Venue_catID
Oriketo,Kunun pyörä,Bike Shop,4bf58dd8d48988d115951735
Oriketo,Aktiivi Asennus,Gas Station,4bf58dd8d48988d113951735
Oriketo,Orikedon Lounastupa,Building,4bf58dd8d48988d130941735
Oriketo,Varaosamafia,Hardware Store,4bf58dd8d48988d112951735
Oriketo,Reilukatsastus,Vehicle Inspection Station,5f2c1e0db6d05514c70436d4
Oriketo,Lounaskahvila,Restaurant,4bf58dd8d48988d1c4941735
Oriketo,Automaalaamo K. Johansson,Automotive Shop,4bf58dd8d48988d124951735
Oriketo,Levy-Jaati oy,Office,4bf58dd8d48988d124941735
Oriketo,puutorinakvaario🐠,Assisted Living,5032891291d4c4b30a586d68
Oriketo,Bosch Service,Event Space,4bf58dd8d48988d171941735
Oriketo,polttolaitoksen pysäkki,Bus Stop,52f2ab2ebcbc57f1066b8b4f
Oriketo,First Stop,Automotive Shop,4bf58dd8d48988d124951735
Oriketo,treenis,Cultural Center,52e81612bcbc57f1066b7a32
Oriketo,Kaerlan Kumi,Automotive Shop,4bf58dd8d48988d124951735
Oriketo,Orikedon Posti,Post Office,4bf58dd8d48988d172941735
Oriketo,Posti,Post Office,4bf58dd8d48988d172941735
Oriketo,Askpole HQ,Tech Startup,4bf58dd8d48988d125941735
Oriketo,ravintola sofra,Pizza Place,4bf58dd8d48988d1ca941735
Oriketo,external,Tech Startup,4bf58dd8d48988d125941735
Oriketo,HM-osatuonti oy,Automotive Shop,4bf58dd8d48988d124951735
Ruohonpää,Muovitukku,Miscellaneous Shop,4bf58dd8d48988d1ff941735
Ruohonpää,Gullichsen's,Caribbean Restaurant,4bf58dd8d48988d144941735
Ruohonpää,ford fiesta,Cable Car,52f2ab2ebcbc57f1066b8b50
Ruohonpää,Koskikaukonen Oy,Construction & Landscaping,5454144b498ec1f095bff2f2
Ruohonpää,tildu's,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Ruohonpää,Jätti Rätti,Arts & Crafts Store,4bf58dd8d48988d127951735
Ruohonpää,Konetoimi,Hardware Store,4bf58dd8d48988d112951735
Ruohonpää,Kaihdinliike Sandberg,Furniture / Home Store,4bf58dd8d48988d1f8941735
Ruohonpää,Osahankinta Oy,Automotive Shop,4bf58dd8d48988d124951735
Ruohonpää,viltsun toukka🐛,Moving Target,4f2a23984b9023bd5841ed2c
Ruohonpää,RalliPösö,Moving Target,4f2a23984b9023bd5841ed2c
Ruohonpää,Ukkon mersu,Moving Target,4f2a23984b9023bd5841ed2c
Ruohonpää,ronjan salamamauto ❤️⚡️,Moving Target,4f2a23984b9023bd5841ed2c
Ruohonpää,Annan Ligier part 2 😊,Moving Target,4f2a23984b9023bd5841ed2c
Ruohonpää,Ilonan selviytymisasema,Pub,4bf58dd8d48988d11b941735
Ruohonpää,Hallonens Länsikeskus,Men's Store,4bf58dd8d48988d106951735
Ruohonpää,Kallen sauna,Sauna / Steam Room,58daa1558bbb0b01f18ec1ae
Ruohonpää,äitin bemmi,Amphitheater,56aa371be4b08b9a8d5734db
Ruohonpää,Naantalin aurinkoinen,Café,4bf58dd8d48988d16d941735
Ruohonpää,Koukkukankareenpuiston leikkipaikka,Playground,4bf58dd8d48988d1e7941735
Ruohonpää,Venlalla☺,Animal Shelter,4e52d2d203646f7c19daa8ae
Ruohonpää,Kuntoutuskopla,Physical Therapist,5744ccdfe4b0c0459246b4af
Ruohonpää,Pikku-Lumikin kahvihuone,Home Service,545419b1498ea6ccd0202f58
Ruohonpää,PrivateCarWash💦🚘,Car Wash,4f04ae1f2fb6e1c99f3db0ba
Ruohonpää,jp:n pelimesta,Casino,4bf58dd8d48988d17c941735
Ruohonpää,Kallen sänky,Other Nightlife,4bf58dd8d48988d11a941735
Ruohonpää,Pohjolan Kotihoito,Office,4bf58dd8d48988d124941735
Ruohonpää,Tildan takapiha🍀,Botanical Garden,52e81612bcbc57f1066b7a22
Ruohonpää,työturvallisuuskortti,College Administrative Building,4bf58dd8d48988d197941735
Ruohonpää,Cesar's Palace,Lounge,4bf58dd8d48988d121941735
Ruohonpää,Paula's Bailut,Bar,4bf58dd8d48988d116941735
Ruohonpää,Danskin Volvoklubi,Gay Bar,4bf58dd8d48988d1d8941735
Ruohonpää,viivin terassi 🌞,Hot Spring,4bf58dd8d48988d160941735
Ruohonpää,Betty☕️👌🏻,Building,4bf58dd8d48988d130941735
Ruohonpää,Pintapiste,Construction & Landscaping,5454144b498ec1f095bff2f2
Kukola,Hesburger,Fast Food Restaurant,4bf58dd8d48988d16e941735
Kukola,K-Market,Grocery Store,4bf58dd8d48988d118951735
Kukola,Hirvensalon apteekki,Pharmacy,4bf58dd8d48988d10f951735
Kukola,mopoauto 🚗💨💨,Transportation Service,54541b70498ea6ccd0204bff
Kukola,Bussi 52,Bus Line,4bf58dd8d48988d12b951735
Kukola,Tompsukan Auto,Go Kart Track,52e81612bcbc57f1066b79ea
Kukola,Lauran sänky 💤💤,Building,4bf58dd8d48988d130941735
Kukola,miren turbomauto 🚗,Rental Car Location,4bf58dd8d48988d1ef941735
Kukola,Pysäkki 1733,Bus Stop,52f2ab2ebcbc57f1066b8b4f
Kukola,Naapurusto Rapujuhlat,Garden,4bf58dd8d48988d15a941735
Kukola,pysäkki 358 Kukolantie,Bus Stop,52f2ab2ebcbc57f1066b8b4f
Kukola,KOTI2,Housing Development,4f2a210c4b9023bd5841ed28
Kukola,mikon rallimauto🚗,Automotive Shop,4bf58dd8d48988d124951735
Kukola,Annuniitty Tai Joku Sellane Puisto,Afghan Restaurant,503288ae91d4c4b30a586d67
Kukola,leilan suihku,Hot Spring,4bf58dd8d48988d160941735
Kukola,iitun bölliluola,Hookah Bar,4bf58dd8d48988d119941735
Kukola,iitun etupiha,Hookah Bar,4bf58dd8d48988d119941735
Kukola,Juliuksen audi,Moving Target,4f2a23984b9023bd5841ed2c
Kukola,gegis,Field,4bf58dd8d48988d15f941735
Kukola,Oskun Maaginen Nahkasohva,Vape Store,56aa371be4b08b9a8d57355c
Kukola,Magdan parkki,Parking,4c38df4de52ce0d596b336e1
Kukola,Suihku,Parking,4c38df4de52ce0d596b336e1
Kukola,tinon mese,Rental Car Location,4bf58dd8d48988d1ef941735
Kukola,Lauran gurmeekeittiö💗🏡,Sandwich Place,4bf58dd8d48988d1c5941735
Kukola,alman lemmenluola,Wine Bar,4bf58dd8d48988d123941735
Kukola,leilan kämppä,Nightclub,4bf58dd8d48988d11f941735
Kukola,leila's kitchen💋,Breakfast Spot,4bf58dd8d48988d143941735
Kukola,teemun linna🏡,Whisky Bar,4bf58dd8d48988d122941735
Kukola,temen sänky💤,Whisky Bar,4bf58dd8d48988d122941735
Kukola,siinalla,Bar,4bf58dd8d48988d116941735
Kukola,koskiste sohva😎,Trailer Park,52f2ab2ebcbc57f1066b8b55
Kukola,Pysäkki 343,Bus Stop,52f2ab2ebcbc57f1066b8b4f
Kukola,Karin Paja,Bridge,4bf58dd8d48988d1df941735
Kukola,Särkyneiden Sydänten Kotikolo,Australian Restaurant,4bf58dd8d48988d169941735
Kukola,Saastamoisten Kokkiluola,Burger Joint,4bf58dd8d48988d16c941735
Kukola,oskun peliluola,Antique Shop,4bf58dd8d48988d116951735
Kukola,Marun palatsi,Club House,52e81612bcbc57f1066b7a35
Kukola,Party House 🎊,Assisted Living,5032891291d4c4b30a586d68
Haarla,K-market,Grocery Store,4bf58dd8d48988d118951735
Haarla,Quattro Pizzeria,Pizza Place,4bf58dd8d48988d1ca941735
Haarla,Haarlan koulu,Elementary School,4f4533804b9074f6e4fb0105
Haarla,Hoitola Lemon,Salon / Barbershop,4bf58dd8d48988d110951735
Haarla,Haarlan päiväkoti,Daycare,4f4532974b9074f6e4fb0104
Haarla,haarlan pulkkamäki❄️,Playground,4bf58dd8d48988d1e7941735
Haarla,Rinki-Ekopiste Haarla,Recycling Facility,4f4531084b9074f6e4fb0101
Haarla,Attendo Hoivakoti,Medical Center,4bf58dd8d48988d104941735
Haarla,Haarlan Koulun Kenttä,Soccer Field,4cce455aebf7b749d5e191f5
Haarla,Hirvensalon lenkkipolut,Trail,4bf58dd8d48988d159941735
Haarla,Bussi 55,Bus Line,4bf58dd8d48988d12b951735
Haarla,HaarlanMetsä🌳🌲,Tree,52e81612bcbc57f1066b7a24
Haarla,Ahlskogs Js50🚗,Transportation Service,54541b70498ea6ccd0204bff
Haarla,lokalahti city,Hawaiian Restaurant,52e81612bcbc57f1066b79fe
Haarla,Kointähdenkentän Leikkipaikka,Playground,4bf58dd8d48988d1e7941735
Haarla,sirin ruotsintunti,School,4bf58dd8d48988d13b941735
Haarla,haarlan koulun ruokala,Cafeteria,4bf58dd8d48988d128941735
Haarla,Bussi 56,Bus Line,4bf58dd8d48988d12b951735
Haarla,Pysäkki 392,Bus Stop,52f2ab2ebcbc57f1066b8b4f
Haarla,Pulkkamäki,Other Great Outdoors,4bf58dd8d48988d162941735
Haarla,Iskän X5,Border Crossing,52f2ab2ebcbc57f1066b8b4b
Haarla,Allun Kiituri,Bike Rental / Bike Share,4e4c9077bd41f78e849722f9
Haarla,Ahlskogs👑🎉,Nightclub,4bf58dd8d48988d11f941735
Haarla,Äidin Majatalo,Hotel,4bf58dd8d48988d1fa931735
Haarla,Attendo Villa Hirvensalo 1,Medical Center,4bf58dd8d48988d104941735
Haarla,välitunti,School,4bf58dd8d48988d13b941735
Haarla,Hiuskeskus,Salon / Barbershop,4bf58dd8d48988d110951735
Haarla,Jukan Äikkä,Community Center,52e81612bcbc57f1066b7a34
Haarla,joku metsä😮,Country Dance Club,52e81612bcbc57f1066b79ef
Haarla,jukan puutyö,General College & University,4bf58dd8d48988d1a8941735
Haarla,mummin auto,Rental Car Location,4bf58dd8d48988d1ef941735
Haarla,Papan vauhtiauto 🚗💨,Rental Car Location,4bf58dd8d48988d1ef941735
Haarla,päivin käsityöt,School,4bf58dd8d48988d13b941735
Haarla,Olgan pianokerho 🎶,Concert Hall,5032792091d4c4b30a586d5c
Haarla,ruutin liikunta,College Gym,4bf58dd8d48988d1b2941735
Haarla,tandemi,Bike Rental / Bike Share,4e4c9077bd41f78e849722f9
Haarla,Pukarien terde☀️,Garden,4bf58dd8d48988d15a941735
Haarla,Kokeisiinlukunurkka,Conference Room,4bf58dd8d48988d127941735
Haarla,Car,Racetrack,4bf58dd8d48988d1f4931735
Haarla,nooran kuvis,Fair,4eb1daf44b900d56c88a4600
