,Café_name,Café_city,Venue_name,Venue_cat,Has_board_game_café
4108,Random Encounter,York,Wackers,Fish & Chips Shop,1
4109,Random Encounter,York,Taas,Restaurant,1
4110,Random Encounter,York,great wall of york,Historic Site,1
4111,Random Encounter,York,Eagle & Child,Pub,1
4112,Random Encounter,York,Lamb & Lion Inn,Pub,1
4113,Random Encounter,York,York Register Office,Government Building,1
4114,Random Encounter,York,Red House Antique Centre,Antique Shop,1
4115,Random Encounter,York,Mamma Mia,Italian Restaurant,1
4116,Random Encounter,York,Zill's,Mediterranean Restaurant,1
4117,Cafe Boardgame,Helsinki,Leijuva Lahna,Pub,1
4118,Cafe Boardgame,Helsinki,Pasha's Restaurant,Fast Food Restaurant,1
4119,Cafe Boardgame,Helsinki,Tamarin,Thai Restaurant,1
4120,Cafe Boardgame,Helsinki,Seraphine,Jewelry Store,1
4121,Cafe Boardgame,Helsinki,Domo,Sushi Restaurant,1
4122,Cafe Boardgame,Helsinki,Hifi Studio,Electronics Store,1
4123,Cafe Boardgame,Helsinki,K-Market Freda,Grocery Store,1
4124,Cafe Boardgame,Helsinki,Vibami,Vietnamese Restaurant,1
4125,Cafe Boardgame,Helsinki,Luckiefun's,Sushi Restaurant,1
4126,Cafe Boardgame,Helsinki,Saigon House,Vietnamese Restaurant,1
4127,Cafe Boardgame,Helsinki,Théhuone,Tea Room,1
4128,Cafe Boardgame,Helsinki,Angleterre,Pub,1
4129,Cafe Boardgame,Helsinki,K-E-H-O – Klinikka,Massage Studio,1
4130,Cafe Boardgame,Helsinki,Anniskeluravintola Eerikinkatu 11,Nightclub,1
4131,Cafe Boardgame,Helsinki,Funky Lady,Lingerie Store,1
4132,Cafe Boardgame,Helsinki,Sokkeli Oy Tulostus- ja painopalvelut,Print Shop,1
4133,Cafe Boardgame,Helsinki,Provia Isännöinti Oy,Office,1
4134,Cafe Boardgame,Helsinki,Fafa´s (Fafa’s),Falafel Restaurant,1
4135,Cafe Boardgame,Helsinki,Wario Physics,Massage Studio,1
4136,Cafe Boardgame,Helsinki,Happy Food Garden,Chinese Restaurant,1
4137,Cafe Boardgame,Helsinki,Helsingin Urheiluhieronta,Massage Studio,1
4138,Cafe Boardgame,Helsinki,Parturi-Kampaamo Lady&Gentleman,Salon / Barbershop,1
4139,Cafe Boardgame,Helsinki,Golden Leaf,Chinese Restaurant,1
4140,Cafe Boardgame,Helsinki,Namina Wellness Spa,Spa,1
4141,Cafe Boardgame,Helsinki,Glutique,Café,1
4142,Cafe Boardgame,Helsinki,Eerikinkatu 12,Residential Building (Apartment / Condo),1
4143,Cafe Boardgame,Helsinki,City Hair,Salon / Barbershop,1
4144,Cafe Boardgame,Helsinki,CHOPSHOP Barber & Hairdresser,Salon / Barbershop,1
4145,Cafe Boardgame,Helsinki,Hifi Studio Esitystekniikka,Electronics Store,1
4146,Cafe Boardgame,Helsinki,Mulperipuu,Furniture / Home Store,1
4147,Cafe Boardgame,Helsinki,Hiushuone Helsinki,Salon / Barbershop,1
4148,Cafe Boardgame,Helsinki,Chagall,Salon / Barbershop,1
4149,Cafe Boardgame,Helsinki,BoHo Cafe,Coffee Shop,1
4150,Cafe Boardgame,Helsinki,lempi day spa,Spa,1
4151,Cafe Boardgame,Helsinki,Seure,Government Building,1
4152,Cafe Boardgame,Helsinki,HTH Keittiöforum,Furniture / Home Store,1
4153,Cafe Boardgame,Helsinki,Lyyti,Tech Startup,1
4154,Cafe Boardgame,Helsinki,R3d,Nightclub,1
4155,Cafe Boardgame,Helsinki,Club Red,Gay Bar,1
4156,Lautapelikahvila Taverna,Tampere,Lidl (Lidl Rautatienkatu 21),Supermarket,1
4157,Lautapelikahvila Taverna,Tampere,Crazy Town Tampere,Coworking Space,1
4158,Lautapelikahvila Taverna,Tampere,Subway,Sandwich Place,1
4159,Lautapelikahvila Taverna,Tampere,LähiTapiola,Insurance Office,1
4160,Lautapelikahvila Taverna,Tampere,Bonker,Vegetarian / Vegan Restaurant,1
4161,Lautapelikahvila Taverna,Tampere,Handelsbanken,Bank,1
4162,Lautapelikahvila Taverna,Tampere,A-Paristopiste,Electronics Store,1
4163,Lautapelikahvila Taverna,Tampere,Piketa Oy,Other Repair Shop,1
4164,Lautapelikahvila Taverna,Tampere,Tampereen veripalvelutoimisto,Blood Donation Center,1
4165,Lautapelikahvila Taverna,Tampere,Perheoikeudelliset palvelut,Office,1
4166,Lautapelikahvila Taverna,Tampere,Rongankadun alikäytävä,Tunnel,1
4167,Lautapelikahvila Taverna,Tampere,Postitalon Hammasklinikka,Dentist's Office,1
4168,Lautapelikahvila Taverna,Tampere,Forex,Currency Exchange,1
4169,Lautapelikahvila Taverna,Tampere,Ravintola Kajo,Restaurant,1
4170,Lautapelikahvila Taverna,Tampere,Royal Bakery Cafe,Bakery,1
4171,Lautapelikahvila Taverna,Tampere,Holiday Inn Tampere - Central Station,Hotel,1
4172,Lautapelikahvila Taverna,Tampere,P-Stockmann,Parking,1
4173,Lautapelikahvila Taverna,Tampere,Koskikoti,Medical Center,1
4174,Lautapelikahvila Taverna,Tampere,SmartPOST,Post Office,1
4175,Lautapelikahvila Taverna,Tampere,Konnichiwa,Sushi Restaurant,1
4176,Lautapelikahvila Taverna,Tampere,Vakuutus Lähitapiola,Insurance Office,1
4177,Lautapelikahvila Taverna,Tampere,Apteekki Syke,Pharmacy,1
4178,Lautapelikahvila Taverna,Tampere,Tiketti,Event Service,1
4179,Lautapelikahvila Taverna,Tampere,Bistro Naapuri,Bistro,1
4180,Lautapelikahvila Taverna,Tampere,Ratsukellari,Sporting Goods Shop,1
4181,Lautapelikahvila Taverna,Tampere,Pyöräpumppu,Bike Shop,1
4182,Lautapelikahvila Taverna,Tampere,Lippupalvelu,Event Service,1
4183,Lautapelikahvila Taverna,Tampere,The Loft Hair and Beauty Artists,Salon / Barbershop,1
4184,Lautapelikahvila Taverna,Tampere,Hämeen mattokulma,Furniture / Home Store,1
4185,Lautapelikahvila Taverna,Tampere,Lellun luokka,College Classroom,1
4186,Lautapelikahvila Taverna,Tampere,Yitong Hotpot Restaurant,Chinese Restaurant,1
4187,Lautapelikahvila Taverna,Tampere,Seinäruusu,Design Studio,1
4188,Lautapelikahvila Taverna,Tampere,Black Woodpecker Software,Office,1
4189,Lautapelikahvila Taverna,Tampere,Autojunan kuormauspaikka,Train Station,1
4190,Lautapelikahvila Taverna,Tampere,Kaupunkilähetys Ry,Spiritual Center,1
4191,Lautapelikahvila Taverna,Tampere,Ravintola Steam,Restaurant,1
4192,Lautapelikahvila Taverna,Tampere,Kymppikerho,General Entertainment,1
4193,Lautapelikahvila Taverna,Tampere,Pub Kyttälä,Pub,1
4194,Lautapelikahvila Taverna,Tampere,Kyttis Pub,Pub,1
4195,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Le Tuyau,Pastry Shop,1
4196,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,La Tomate Verte,French Restaurant,1
4197,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Piacere 'Little Italy',Snack Place,1
4198,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,monop',Supermarket,1
4199,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Le Maharaja,Indian Restaurant,1
4200,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Les Tanneurs,Restaurant,1
4201,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,La Cita,Tapas Restaurant,1
4202,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Le Petit Bistrot,Café,1
4203,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Bagelstein,Bagel Shop,1
4204,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Toasty Poke,Hawaiian Restaurant,1
4205,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Subway,Sandwich Place,1
4206,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Bio Fringale - Fresh Food & Go,Juice Bar,1
4207,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Brooklynette,Bagel Shop,1
4208,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Nikki Sushi,Asian Restaurant,1
4209,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Paul,Bakery,1
4210,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Rituals,Cosmetics Shop,1
4211,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Mana Espresso,Coffee Shop,1
4212,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Tita,Israeli Restaurant,1
4213,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Le Saf,African Restaurant,1
4214,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Les Vieilles Canailles,Bistro,1
4215,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Le Pacha,Kebab Restaurant,1
4216,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Rêve de Manga,Bookstore,1
4217,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,231 East st,Burger Joint,1
4218,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Art'n Magic,Miscellaneous Shop,1
4219,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Les Carrieres de Bebemus,Trail,1
4220,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,LUSH,Cosmetics Shop,1
4221,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Place des Tanneurs,Pedestrian Plaza,1
4222,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Izumi,Japanese Restaurant,1
4223,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Nem Viet,Vietnamese Restaurant,1
4224,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Sushi Couronne,Sushi Restaurant,1
4225,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Le Petit Chose,Toy / Game Store,1
4226,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Aji-Sushi,Sushi Restaurant,1
4227,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Sud Étoffe,Fabric Shop,1
4228,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Goût De Pain,Bakery,1
4229,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Acier Trempé,Hunting Supply,1
4230,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Dal gladiatore,Italian Restaurant,1
4231,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Greenday,Café,1
4232,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Kebab Corner,Kebab Restaurant,1
4233,PlatÔbar Bar à Jeux à Aix en Provence,Aix-en-Provence,Yasumi,Coffee Shop,1
4234,Cup n'dice,Angouleme,Les Cinq Sens,Café,1
4235,Cup n'dice,Angouleme,Garden Cupcake,Cupcake Shop,1
4236,Cup n'dice,Angouleme,Le café chaud,Bar,1
4237,Cup n'dice,Angouleme,La Ruelle,French Restaurant,1
4238,Cup n'dice,Angouleme,La Cuisine de Grand-Mère,Restaurant,1
4239,Cup n'dice,Angouleme,Paradis D'Asie,Chinese Restaurant,1
4240,Cup n'dice,Angouleme,Le Comptoire De Brice,Restaurant,1
4241,Cup n'dice,Angouleme,Homme Sandwich,Sandwich Place,1
4242,Cup n'dice,Angouleme,La Braise,French Restaurant,1
4243,Cup n'dice,Angouleme,Istanbul Kebap,Turkish Restaurant,1
4244,Cup n'dice,Angouleme,office de tourisme pays d angouleme,Tourist Information Center,1
4245,Cup n'dice,Angouleme,Istanbul,Greek Restaurant,1
4246,Cup n'dice,Angouleme,L'Entre-Deux,Cajun / Creole Restaurant,1
4247,Cup n'dice,Angouleme,Cozy Corner,Café,1
4248,Cup n'dice,Angouleme,Palais de Justice,Courthouse,1
4249,Cup n'dice,Angouleme,Mezzo Di Pasta,Fast Food Restaurant,1
4250,Cup n'dice,Angouleme,Les Saveurs De L'Inde,Indian Restaurant,1
4251,Cup n'dice,Angouleme,Angolo d'Italia,Italian Restaurant,1
4252,Cup n'dice,Angouleme,Les Artistes,Restaurant,1
4253,Cup n'dice,Angouleme,Quick,Fast Food Restaurant,1
4254,Cup n'dice,Angouleme,divine folie,Miscellaneous Shop,1
4255,Cup n'dice,Angouleme,La Biscuiterie Lolmède,Gourmet Shop,1
4256,Cup n'dice,Angouleme,Efes Kebap,Fast Food Restaurant,1
4257,Cup n'dice,Angouleme,Galerie XXIV,Art Gallery,1
4258,Cup n'dice,Angouleme,Les Halles,Farmers Market,1
4259,Cup n'dice,Angouleme,Toyo,Japanese Restaurant,1
4260,Cup n'dice,Angouleme,Coop,Grocery Store,1
4261,Cup n'dice,Angouleme,La Civette,Newsstand,1
4262,Cup n'dice,Angouleme,Le Coffre à BD,Comic Shop,1
4263,Cup n'dice,Angouleme,Cokotte,Restaurant,1
4264,Cup n'dice,Angouleme,Marmara,Middle Eastern Restaurant,1
4265,Cup n'dice,Angouleme,De verre en verre,Wine Bar,1
4266,Cup n'dice,Angouleme,Yitoyo,Japanese Restaurant,1
4267,Cup n'dice,Angouleme,Chez H,Asian Restaurant,1
4268,Cup n'dice,Angouleme,Le Boudoir de Marguerite,Tailor Shop,1
4269,Cup n'dice,Angouleme,Banque Tarneaud,Bank,1
4270,Cup n'dice,Angouleme,Le Café Des Artistes,Art Gallery,1
4271,Cup n'dice,Angouleme,Un Autre Salon,Salon / Barbershop,1
4272,Cup n'dice,Angouleme,Le Chat Noir,Café,1
4273,Le Gros Corbeau,Angouleme,Place du Palet,Plaza,1
4274,Le Gros Corbeau,Angouleme,L'agape,French Restaurant,1
4275,Le Gros Corbeau,Angouleme,Comité des Jumelages,Coworking Space,1
4276,Le Gros Corbeau,Angouleme,Jardin Des Jumelages,Garden,1
4277,Le Gros Corbeau,Angouleme,Le Comptoire De Brice,Restaurant,1
4278,Le Gros Corbeau,Angouleme,L'Entre-Deux,Cajun / Creole Restaurant,1
4279,Le Gros Corbeau,Angouleme,Festival International de la Bande Dessinée d'Angoulême,Convention,1
4280,Le Gros Corbeau,Angouleme,Le Chergui,Mediterranean Restaurant,1
4281,Le Gros Corbeau,Angouleme,Garden Cupcake,Cupcake Shop,1
4282,Le Gros Corbeau,Angouleme,Jardin de Kashmir,Indian Restaurant,1
4283,Le Gros Corbeau,Angouleme,office de tourisme pays d angouleme,Tourist Information Center,1
4284,Le Gros Corbeau,Angouleme,Paradis D'Asie,Chinese Restaurant,1
4285,Le Gros Corbeau,Angouleme,Homme Sandwich,Sandwich Place,1
4286,Le Gros Corbeau,Angouleme,Cozy Corner,Café,1
4287,Le Gros Corbeau,Angouleme,Le Boudoir de Marguerite,Tailor Shop,1
4288,Le Gros Corbeau,Angouleme,Chez H,Asian Restaurant,1
4289,Le Gros Corbeau,Angouleme,Yitoyo,Japanese Restaurant,1
4290,Le Gros Corbeau,Angouleme,Les Artistes,Restaurant,1
4291,Le Gros Corbeau,Angouleme,La Braise,French Restaurant,1
4292,Le Gros Corbeau,Angouleme,Les Halles,Farmers Market,1
4293,Le Gros Corbeau,Angouleme,Crêperie Santa Fe Japan,Creperie,1
4294,Le Gros Corbeau,Angouleme,Les Cinq Sens,Café,1
4295,Le Gros Corbeau,Angouleme,Comme à la maison,Tea Room,1
4296,Le Gros Corbeau,Angouleme,La Ruelle,French Restaurant,1
4297,Le Gros Corbeau,Angouleme,Le Bistroc,French Restaurant,1
4298,Le Gros Corbeau,Angouleme,Lieu-dit,French Restaurant,1
4299,Le Gros Corbeau,Angouleme,Le Chat Noir,Café,1
4300,Le Gros Corbeau,Angouleme,Coop,Grocery Store,1
4301,Le Gros Corbeau,Angouleme,Le Bolk'n Roll,Pub,1
4302,Le Gros Corbeau,Angouleme,Le St André,Restaurant,1
4303,Le Gros Corbeau,Angouleme,little comptoir,Italian Restaurant,1
4304,Le Gros Corbeau,Angouleme,Le Privilege,Nightclub,1
4305,Le Gros Corbeau,Angouleme,Angolo d'Italia,Italian Restaurant,1
4306,Le Gros Corbeau,Angouleme,Zezette et Marcel,Café,1
4307,Le Gros Corbeau,Angouleme,Crêpe par Faim,Restaurant,1
4308,Le Gros Corbeau,Angouleme,Café Bulle,Bar,1
4309,Le Gros Corbeau,Angouleme,Lilosimages,Bookstore,1
4310,Au Café des Meeples Avignon,Avignon,MGS Bar,Bar,1
4311,Au Café des Meeples Avignon,Avignon,Chez Sylvain,Bakery,1
4312,Au Café des Meeples Avignon,Avignon,Porte Saint-Lazare,Plaza,1
4313,Au Café des Meeples Avignon,Avignon,La Souricière,Lounge,1
4314,Au Café des Meeples Avignon,Avignon,La Petite Caserne,Performing Arts Venue,1
4315,Au Café des Meeples Avignon,Avignon,Centre De Vaccination Internationale,Doctor's Office,1
4316,Au Café des Meeples Avignon,Avignon,My Pad Provence,Residential Building (Apartment / Condo),1
4317,Au Café des Meeples Avignon,Avignon,Caserne des pompiers,Theater,1
4318,Au Café des Meeples Avignon,Avignon,Restaurant Universitaire de l'Université d'Avignon,College Cafeteria,1
4319,Au Café des Meeples Avignon,Avignon,Prefecture Avignon,Building,1
4320,Au Café des Meeples Avignon,Avignon,laverie,Laundromat,1
4321,Au Café des Meeples Avignon,Avignon,Camili Books & Tea,Bookstore,1
4322,Au Café des Meeples Avignon,Avignon,Gambrinus,Beer Garden,1
4323,Au Café des Meeples Avignon,Avignon,Home Burger,Burger Joint,1
4324,Au Café des Meeples Avignon,Avignon,Le Square,Smoke Shop,1
4325,Au Café des Meeples Avignon,Avignon,Subway,Sandwich Place,1
4326,Au Café des Meeples Avignon,Avignon,Theatre Du Rempart,Comedy Club,1
4327,Au Café des Meeples Avignon,Avignon,Acadomia,School,1
4328,Au Café des Meeples Avignon,Avignon,Petit Casino,Grocery Store,1
4329,Au Café des Meeples Avignon,Avignon,Université d'Avignon et des Pays de Vaucluse,University,1
4330,Au Café des Meeples Avignon,Avignon,Look Metisse,Salon / Barbershop,1
4331,Au Café des Meeples Avignon,Avignon,0w11,College Classroom,1
4332,Au Café des Meeples Avignon,Avignon,CUEFA,Building,1
4333,Au Café des Meeples Avignon,Avignon,Cafétéria de l'Université,College Cafeteria,1
4334,Au Café des Meeples Avignon,Avignon,Maison De La Tour,Restaurant,1
4335,Au Café des Meeples Avignon,Avignon,Ensemble scolaire Saint-Jean-Baptiste de la Salle,High School,1
4336,Au Café des Meeples Avignon,Avignon,1e03,College Classroom,1
4337,Au Café des Meeples Avignon,Avignon,Fac Food,Sandwich Place,1
4338,Au Café des Meeples Avignon,Avignon,Lycee Aubanel,College & University,1
4339,Au Café des Meeples Avignon,Avignon,AT06 - Université d'Avignon,College Classroom,1
4340,Au Café des Meeples Avignon,Avignon,0w14 - Uapv,College Classroom,1
4341,Au Café des Meeples Avignon,Avignon,Bokao's,Nightclub,1
4342,Au Café des Meeples Avignon,Avignon,"B.U, Université d'Avignon",College Library,1
4343,Au Café des Meeples Avignon,Avignon,Maeen's Barber Shop,Salon / Barbershop,1
4344,Au Café des Meeples Avignon,Avignon,2e08,College Auditorium,1
4345,Au Café des Meeples Avignon,Avignon,Radio Campus Avignon,Office,1
4346,El Joko,Bayonne,O’tacos,Fast Food Restaurant,1
4347,El Joko,Bayonne,Carrefour,Supermarket,1
4348,El Joko,Bayonne,Au Bureau,Gastropub,1
4349,El Joko,Bayonne,Boulanger Anglet,Electronics Store,1
4350,El Joko,Bayonne,E.Leclerc Station Service (E. Leclerc Station Service),Gas Station,1
4351,El Joko,Bayonne,Cache Cache,Clothing Store,1
4352,El Joko,Bayonne,Bouygues Telecom,Mobile Phone Shop,1
4353,El Joko,Bayonne,Carrefour Drive,Market,1
4354,El Joko,Bayonne,Conforama Anglet,Furniture / Home Store,1
4355,El Joko,Bayonne,Carrefour Location,Rental Car Location,1
4356,El Joko,Bayonne,Société Générale,Bank,1
4357,El Joko,Bayonne,Pandora,Jewelry Store,1
4358,El Joko,Bayonne,Opticien Alain Afflelou,Optical Shop,1
4359,El Joko,Bayonne,celio,Men's Store,1
4360,El Joko,Bayonne,CIC,Bank,1
4361,El Joko,Bayonne,Franck Provost - Coiffeur Anglet,Salon / Barbershop,1
4362,El Joko,Bayonne,Jean Louis David - Coiffeur Anglet,Salon / Barbershop,1
4363,El Joko,Bayonne,Mondial Tissus,Hobby Shop,1
4364,El Joko,Bayonne,Centre Commercial BAB2,Shopping Mall,1
4365,El Joko,Bayonne,undiz Bayonne,Lingerie Store,1
4366,El Joko,Bayonne,E.Leclerc Anglet Le Busquet (E. Leclerc Hyper),Supermarket,1
4367,El Joko,Bayonne,H&M,Clothing Store,1
4368,El Joko,Bayonne,Géant Casino,Market,1
4369,El Joko,Bayonne,El Hogar swimming pool,Pool,1
4370,El Joko,Bayonne,Douglas,Cosmetics Shop,1
4371,El Joko,Bayonne,V and B Anglet,Bar,1
4372,El Joko,Bayonne,Domino's Pizza,Pizza Place,1
4373,El Joko,Bayonne,MAAF Assurances ANGLET,Financial or Legal Service,1
4374,El Joko,Bayonne,Free Center,Mobile Phone Shop,1
4375,El Joko,Bayonne,Ixina,Furniture / Home Store,1
4376,El Joko,Bayonne,Etam Lingerie - Anglet,Lingerie Store,1
4377,El Joko,Bayonne,Darjeeling Anglet BAB2,Lingerie Store,1
4378,El Joko,Bayonne,Yves Rocher,Cosmetics Shop,1
4379,El Joko,Bayonne,SFR,Mobile Phone Shop,1
4380,El Joko,Bayonne,Boutique Orange,Electronics Store,1
4381,El Joko,Bayonne,celio_club,Men's Store,1
4382,El Joko,Bayonne,Jules,Men's Store,1
4383,El Joko,Bayonne,The Body Shop,Cosmetics Shop,1
4384,Jeux Barjo,Bordeaux,Bonendroi,Miscellaneous Shop,1
4385,Jeux Barjo,Bordeaux,Le Rayon Frais,Clothing Store,1
4386,Jeux Barjo,Bordeaux,Wine More Time,Wine Bar,1
4387,Jeux Barjo,Bordeaux,Grosse Cloche,Historic Site,1
4388,Jeux Barjo,Bordeaux,La Droguerie,Knitting Store,1
4389,Jeux Barjo,Bordeaux,Japan Market,Convenience Store,1
4390,Jeux Barjo,Bordeaux,Place Fernand Lafargue,Pedestrian Plaza,1
4391,Jeux Barjo,Bordeaux,Dock des Épices,Gourmet Shop,1
4392,Jeux Barjo,Bordeaux,un chateau en ville,Wine Bar,1
4393,Jeux Barjo,Bordeaux,Padang Padang,Asian Restaurant,1
4394,Jeux Barjo,Bordeaux,Edgar,Men's Store,1
4395,Jeux Barjo,Bordeaux,Le Pain De Soleil,Café,1
4396,Jeux Barjo,Bordeaux,Books & Coffee,Coffee Shop,1
4397,Jeux Barjo,Bordeaux,La Cueva,Argentinian Restaurant,1
4398,Jeux Barjo,Bordeaux,Strictly Koncept Boutique,Accessories Store,1
4399,Jeux Barjo,Bordeaux,Mieux,Accessories Store,1
4400,Jeux Barjo,Bordeaux,Apache,Jewelry Store,1
4401,Jeux Barjo,Bordeaux,Palais des Sports,Performing Arts Venue,1
4402,Jeux Barjo,Bordeaux,Vieux-Bordeaux,Other Great Outdoors,1
4403,Jeux Barjo,Bordeaux,Edgard,Men's Store,1
4404,Jeux Barjo,Bordeaux,Cotesushi,Sushi Restaurant,1
4405,Jeux Barjo,Bordeaux,Umami Ramen,Ramen Restaurant,1
4406,Jeux Barjo,Bordeaux,Pitaya,Thai Restaurant,1
4407,Jeux Barjo,Bordeaux,Richy's,Clothing Store,1
4408,Jeux Barjo,Bordeaux,Le Serviteur Muet,Gourmet Shop,1
